Id,address,cluster,end-time,job-id,latitude,longitude,name,quantity,required-skills,service-duration,start-time,type,priority,Level,raw-id,day
4482.0_0_B1,E/S & C 50 St: Mill Woods Road South - 23 Ave,,9d 14:45:00,,53.44998974,-113.4193237,POLLARD MEADOWS,1,roadway,0.95,0d 06:00:00,D,10,B1,4482.0_0,
4483.0_0_B1,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,,9d 14:45:00,,53.46759607,-113.4181133,MINCHAU,1,roadway,0.357,0d 06:00:00,D,10,B1,4483.0_0,
4485.0_0_B1,E/S & C 66 ST: 34 AVE - 38 AVE,,9d 14:45:00,,53.46980168,-113.4376774,LEE RIDGE,1,roadway,0.5,0d 06:00:00,D,10,B1,4485.0_0,
4529.0_0_B1,Ellerslie Rd:101 St-91 St & Parsons Rd:N of Ellersli,,9d 14:45:00,,53.42624096,-113.4829633,ELLERSLIE INDUSTRIAL,1,roadway,0.8,0d 06:00:00,D,10,B1,4529.0_0,
4531.0_0_B1,66 St SW & 2 Ave SW,,9d 14:45:00,,53.429125,-113.4404401,CHARLESWORTH,1,neighbourhood,0.55,0d 06:00:00,D,10,B1,4531.0_0,
4532.0_0_B1,3225 - 35 A Ave,,9d 14:45:00,,53.46712332,-113.3923492,WILD ROSE,1,neighbourhood,0.412,0d 06:00:00,D,10,B1,4532.0_0,
4533.0_0_B1,East Side & Center 17 St: Whitemud Drive - 34 Av,,9d 14:45:00,,53.4764141,-113.3685041,TAMARACK,1,roadway,1.01,0d 06:00:00,D,10,B1,4533.0_0,
4538.0_0_B1,38 AVE-58 ST,,9d 14:45:00,,53.47530033,-113.427371,GREENVIEW,1,neighbourhood,4.269,0d 06:00:00,D,10,B1,4538.0_0,
4539.0_0_B1,3335 - 25 Street,,9d 14:45:00,,53.465245,-113.3785316,SILVER BERRY,1,neighbourhood,1.1795,0d 06:00:00,D,10,B1,4539.0_0,
4543.0_0_B1,ELLERSLIE ROAD-66 ST,,9d 14:45:00,,53.42636695,-113.4405375,CHARLESWORTH,1,neighbourhood,2.8,0d 06:00:00,D,10,B1,4543.0_0,
4550.0_0_B1,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,,9d 14:45:00,,53.51408458,-113.4324145,GAINER INDUSTRIAL,1,roadway,0.2385,0d 06:00:00,D,10,B1,4550.0_0,
4554.0_0_B1,66 St Ellerslie to 2 AVE,,9d 14:45:00,,53.42793174,-113.4427959,ELLERSLIE,1,roadway,0.375,0d 06:00:00,D,10,B1,4554.0_0,
4556.0_0_B1,FULTON ROAD-103-104 AVE,,9d 14:45:00,,53.54598543,-113.4250088,FULTON PLACE,1,neighbourhood,1.3815,0d 06:00:00,D,10,B1,4556.0_0,
4572.0_0_B1,KNOTTWOOD ROAD W-17 AVE,,9d 14:45:00,,53.44613593,-113.4576249,SATOO,1,neighbourhood,1.5575,0d 06:00:00,D,10,B1,4572.0_0,
4576.0_0_B1,94 AVE-OTTEWELL ROAD,,9d 14:45:00,,53.53142729,-113.4372789,OTTEWELL,1,neighbourhood,1.7105,0d 06:00:00,D,10,B1,4576.0_0,
4581.0_0_B1,Savaryn Drive & Summerside Link,,9d 14:45:00,,53.41291999,-113.4775009,SUMMERSIDE,1,neighbourhood,1.367,0d 06:00:00,D,10,B1,4581.0_0,
4586.0_0_B1,67-70 ST-101-103 AVE,,9d 14:45:00,,53.54272791,-113.432695,TERRACE HEIGHTS,1,neighbourhood,0.589,0d 06:00:00,D,10,B1,4586.0_0,
4604.0_0_B1,46 St & 106 Ave,,9d 14:45:00,,53.54981941,-113.4141054,GOLD BAR,1,neighbourhood,1.48,0d 06:00:00,D,10,B1,4604.0_0,
4609.0_0_B1,89 ST-95 AVE,,9d 14:45:00,,53.5307297,-113.4620961,STRATHEARN,1,neighbourhood,1.44,0d 06:00:00,D,10,B1,4609.0_0,
4616.0_0_B1,83 ST-100 AVE,,9d 14:45:00,,53.53934181,-113.4556598,FOREST HEIGHTS,1,neighbourhood,0.475,0d 06:00:00,D,10,B1,4616.0_0,
4623.0_0_B1,104 AVE-62 ST,,9d 14:45:00,,53.54797208,-113.4299653,FULTON PLACE,1,neighbourhood,1.3025,0d 06:00:00,D,10,B1,4623.0_0,
4625.0_0_B1,NE OF 79 ST-101 AVE,,9d 14:45:00,,53.54312581,-113.44647,RIVER VALLEY GOLD BAR,1,neighbourhood,1.08,0d 06:00:00,D,10,B1,4625.0_0,
4626.0_0_B1,76 ST-105 AVE,,9d 14:45:00,,53.54712329,-113.4437936,FOREST HEIGHTS,1,neighbourhood,0.355,0d 06:00:00,D,10,B1,4626.0_0,
4643.0_0_B1,Wayne Gretzky Drive: 101 Ave - River,,9d 14:45:00,,53.54981994,-113.4396051,FOREST HEIGHTS,1,neighbourhood,1.9285,0d 06:00:00,D,10,B1,4643.0_0,
4650.0_0_B1,N/S 23 AVE: 50ST - MILLWOODS RD E,,9d 14:45:00,,53.45546733,-113.4144299,WEINLOS,1,roadway,0.755,0d 06:00:00,D,10,B1,4650.0_0,
4651.0_0_B1,7304 ROWLAND ROAD,,9d 14:45:00,,53.55304255,-113.4392846,FOREST HEIGHTS,1,neighbourhood,0.175,0d 06:00:00,D,10,B1,4651.0_0,
4652.0_0_B1,S/S 82 AVE: 73-71 ST & 71 ST: 82-79 AVE,,9d 14:45:00,,53.51742877,-113.4378236,KING EDWARD PARK,1,roadway,0.17,0d 06:00:00,D,10,B1,4652.0_0,
4655.0_0_B1,98 AVE - 93 ST,,9d 14:45:00,,53.53852272,-113.4712717,CLOVERDALE,1,neighbourhood,0.319,0d 06:00:00,D,10,B1,4655.0_0,
994667.0_0_B1,9411 - 97 Avenue,,9d 14:45:00,,53.53440614,-113.4725643,CLOVERDALE,1,neighbourhood,3.039,0d 06:00:00,D,10,B1,994667.0_0,
4674.0_0_B1,503 - 59 St SW (5805 - 3 AVE),,9d 14:45:00,,53.42917856,-113.4315572,CHARLESWORTH,1,neighbourhood,1.7,0d 06:00:00,D,10,B1,4674.0_0,
4682.0_0_B1,South of 32 Ave & East of Silver Berry Road,,9d 14:45:00,,53.46152714,-113.3758157,SILVER BERRY,1,neighbourhood,0.494,0d 06:00:00,D,10,B1,4682.0_0,
4683.0_0_B1,31 Ave East of 30 St,,9d 14:45:00,,53.46152891,-113.3794979,SILVER BERRY,1,neighbourhood,0.6175,0d 06:00:00,D,10,B1,4683.0_0,
4684.0_0_B1,96A AVE-OTTEWELL ROAD,,9d 14:45:00,,53.53412676,-113.4393086,OTTEWELL,1,neighbourhood,0.93,0d 06:00:00,D,10,B1,4684.0_0,
4685.0_0_B1,Sunset Blvd (70 St) - Ellerslie Rd,,9d 14:45:00,,53.42394909,-113.4492492,SUMMERSIDE,1,neighbourhood,0.75,0d 06:00:00,D,10,B1,4685.0_0,
4689.0_0_B1,91 ST E/W Parsons Rd - 25 Avenue,,9d 14:45:00,,53.41468495,-113.4813885,ELLERSLIE INDUSTRIAL,1,roadway,0.5,0d 06:00:00,D,10,B1,4689.0_0,
4708.0_0_B1,66 St SW & Ellerslie Road,,9d 14:45:00,,53.42376245,-113.4408112,WALKER,1,neighbourhood,0.6,0d 06:00:00,D,10,B1,4708.0_0,
4709.0_0_B1,55 St SW & 3 Ave SW (5607 3 AVE),,9d 14:45:00,,53.42802726,-113.4296006,CHARLESWORTH,1,neighbourhood,0.2,0d 06:00:00,D,10,B1,4709.0_0,
4725.0_0_B1,70 St SW & 16 Ave SW - 21 Ave SW,,9d 14:45:00,,53.41780384,-113.451045,SUMMERSIDE,1,neighbourhood,2.802,0d 06:00:00,D,10,B1,4725.0_0,
5321.0_0_B1,Orchards Gate SW & Orchards Dr SW,,9d 14:45:00,,53.40736169,-113.4741846,Summerside,1,neighbourhood,0.47,0d 06:00:00,D,10,B1,5321.0_0,
5323.0_0_B1,25 Ave SW & Orchards Gate,,9d 14:45:00,,53.40983397,-113.4709706,SUMMERSIDE,1,neighbourhood,0.5155,0d 06:00:00,D,10,B1,5323.0_0,
5565.0_0_B1,34 ave 21 st NW,,9d 14:45:00,,53.46643817,-113.3751525,WILD ROSE,1,neighbourhood,0.4465,0d 06:00:00,D,10,B1,5565.0_0,
5845.0_0_B1,66 St: 21 Ave SW to Ellerslie Rd,,9d 14:45:00,,53.417599851,-113.442478953,WALKER,1,roadway,0.6995,0d 06:00:00,D,10,B1,5845.0_0,
6250.0_0_B1,90 St & 23 Ave SW,,9d 14:45:00,,53.41169516,-113.4724155,SUMMERSIDE,1,neighbourhood,0.514,0d 06:00:00,D,10,B1,6250.0_0,
6286.0_0_B1,"East of 28 St, near 20 Ave NW",,9d 14:45:00,,53.450518786,-113.381810411,LAUREL,1,neighbourhood,2.189,0d 06:00:00,D,10,B1,6286.0_0,
6306.0_0_B1,Roper Rd & 36 St,,9d 14:45:00,,53.49648373,-113.3974274,PYLYPOW INDUSTRIAL,1,neighbourhood,2.5,0d 06:00:00,D,10,B1,6306.0_0,
6827.0_0_B1,Savaryn Drive and 22 Avenue SW,,9d 14:45:00,,53.41464618,-113.4624041,SUMMERSIDE,1,neighbourhood,3.435,0d 06:00:00,D,10,B1,6827.0_0,
6848.0_0_B1,70 Street SW and 18 Avenue SW,,9d 14:45:00,,53.41783449,-113.4492125,SUMMERSIDE,1,neighbourhood,2.5935,0d 06:00:00,D,10,B1,6848.0_0,
7430.0_0_B1,32 St & 16A Ave NW,,9d 14:45:00,,53.44484975,-113.390003,LAUREL,1,neighbourhood,1.268,0d 06:00:00,D,10,B1,7430.0_0,
8287.0_0_B1,32 Street - 17A Avenue,,9d 14:45:00,,53.44606634,-113.385804236,Laurel,1,neighbourhood,1.4495,0d 06:00:00,D,10,B1,8287.0_0,
8382.0_0_B1,Tamarack Blvd - 28 Avenue,,9d 14:45:00,,53.459029552,-113.363658425,TAMARACK,1,neighbourhood,0.6795,0d 06:00:00,D,10,B1,8382.0_0,
8442.0_0_B1,32 St & 14 Ave,,9d 14:45:00,,53.40568068,-113.4728549,Laurel,1,neighbourhood,0.248,0d 06:00:00,D,10,B1,8442.0_0,
8443.0_0_B1,East of Crabapple Run SW from 4709 Crabapple Run SW to 4631 Crabapple Run SW,,9d 14:45:00,,53.40568068,-113.4728549,Summerside,1,neighbourhood,0.1695,0d 06:00:00,D,10,B1,8443.0_0,
9146.0_0_B1,51 Avenue East of 34 Street,,9d 14:45:00,,53.4894329,-113.3920124,SOUTHEAST INDUSTRIAL,1,neighbourhood,0.4845,0d 06:00:00,D,10,B1,9146.0_0,
9354.0_0_B1,98 AVE-CONNORS ROAD-99 ST,,9d 14:45:00,,53.53407858,-113.483941,Cloverdale,1,neighbourhood,1.1015,0d 06:00:00,D,10,B1,9354.0_0,
2409.0_0_B1,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,,9d 14:45:00,,53.50761008,-113.4843723,HAZELDEAN,1,neighbourhood,0.795,0d 06:00:00,D,10,B1,2409.0_0,
2687_0_B1,#300 BULYEA ROAD,,6.0d 14:45:00,,53.47339753,-113.574114,Bulyea Heights,1,neighbourhood,4.8375,6.0d 06:00:00,D,1,B1,2687_0,6.0
75_0_B1,09 AVE-111-113 ST,,9d 14:45:00,,53.43955434,-113.5223116,Twin Brooks,1,neighbourhood,0.2645,0d 06:00:00,D,10,B1,75_0,
152_0_B1,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,,10.0d 14:45:00,,53.42490752,-113.5327273,MacEwan,1,neighbourhood,0.9,10.0d 06:00:00,D,1,B1,152_0,10.0
194_0_B1,FALCONER Road- # 1401 FALCONER ROAD,,3.0d 14:45:00,,53.46839614,-113.5912643,Falconer Heights,1,neighbourhood,0.198,3.0d 06:00:00,D,1,B1,194_0,3.0
208_0_B1,#1003 Leger Boulevard & Rabbit Hill Road,,12.0d 14:45:00,,53.4595878,-113.5675726,Leger,1,neighbourhood,0.3355,12.0d 06:00:00,D,1,B1,208_0,12.0
356_0_B1,29A AVE-104 ST,,3.0d 14:45:00,,53.46059016,-113.4965017,Ermineskin,1,neighbourhood,0.3265,3.0d 06:00:00,D,1,B1,356_0,3.0
487_0_B1,1808 Haswell Way,,5.0d 14:45:00,,53.45113302,-113.5995119,Haddow,1,neighbourhood,0.331,5.0d 06:00:00,D,1,B1,487_0,5.0
536_0_B1,9 Ave. - 110 St to 107 St.,,6.0d 14:45:00,,53.42521698,-113.5090275,Richford,1,neighbourhood,0.25,6.0d 06:00:00,D,1,B1,536_0,6.0
559_0_B1,43 AVE-147A ST,,3.0d 14:45:00,,53.47916891,-113.5760812,Ramsey Heights,1,neighbourhood,0.1955,3.0d 06:00:00,D,1,B1,559_0,3.0
649_0_B1,111 ST: WHITEMUD DRIVE to 51 AVE,,7.0d 14:45:00,,53.48532079,-113.5176727,Empire Park,1,neighbourhood,0.5705,7.0d 06:00:00,D,1,B1,649_0,7.0
665_0_B1,E/S GATEWAY BLVD: 19 AVE - 15 AVE,,0.0d 14:45:00,,53.444490589,-113.492194656,South Edmonton Common,1,roadway,0.305,0.0d 06:00:00,D,1,B1,665_0,0.0
691_0_B1,89 AVE-118 ST,,7.0d 14:45:00,,53.52514221,-113.5359495,Windsor Park,1,neighbourhood,0.4335,7.0d 06:00:00,D,1,B1,691_0,7.0
761_0_B1,Rabbit Hill Road - #7005 South Terwilleger Drive,,6.0d 14:45:00,,53.43804279,-113.5716399,Terwilleger South,1,neighbourhood,0.468,6.0d 06:00:00,D,1,B1,761_0,6.0
814_0_B1,43 AVE:111 - 122 ST,,5.0d 14:45:00,,53.47994354,-113.5290232,Royal Gardens,1,neighbourhood,1.1675,5.0d 06:00:00,D,1,B1,814_0,5.0
909_0_B1,203 Carmichael CL-#1160 to #1074 Carter Crest Rd.,,2.0d 14:45:00,,53.46483969,-113.5767544,Carter Crest,1,neighbourhood,0.272,2.0d 06:00:00,D,1,B1,909_0,2.0
950_0_B1,OGILVIE BLVD-OMAND DRIVE,,3.0d 14:45:00,,53.46343815,-113.5630866,Ogilvie Ridge,1,neighbourhood,0.6925,3.0d 06:00:00,D,1,B1,950_0,3.0
982_0_B1,Rabbit Hill road to behind #229 Ockenden Placee,,3.0d 14:45:00,,53.46164111,-113.566618,Ogilvie Ridge,1,neighbourhood,0.4305,3.0d 06:00:00,D,1,B1,982_0,3.0
1003_0_B1,1503 HASWELL CLOSE,,5.0d 14:45:00,,53.45033688,-113.5981467,Haddow,1,neighbourhood,0.294,5.0d 06:00:00,D,1,B1,1003_0,5.0
1016_0_B1,South side - CPR TRACKS - 111 ST,,2.0d 14:45:00,,53.481138124,-113.507437249,Rideau Park,1,roadway,1.1595,2.0d 06:00:00,D,1,B1,1016_0,2.0
1042_0_B1,from #484 MacEwan Road to #2733 Miles Place,,12.0d 14:45:00,,53.42625235,-113.5373578,MacEwan,1,neighbourhood,0.615,12.0d 06:00:00,D,1,B1,1042_0,12.0
1095_0_B1,South side - CPR TRACKS - Gateway Blvd South,,9.0d 14:45:00,,53.480068929,-113.494374941,Calgary Trail North,1,roadway,0.1735,9.0d 06:00:00,D,1,B1,1095_0,9.0
1149_0_B1,Calgry Trail South - 34 Ave. to 42 Ave.,,0.0d 14:45:00,,53.4715742,-113.4956654,Duggan,1,neighbourhood,1.591,0.0d 06:00:00,D,1,B1,1149_0,0.0
1150_0_B1,41A AVE - 123 ST,,9d 14:45:00,,53.48048827,-113.5481724,Aspen Gardens,1,neighbourhood,0.7975,0d 06:00:00,D,10,B1,1150_0,
1183_0_B1,WESTBROOK DRIVE-124 ST,,0.0d 14:45:00,,53.462898,-113.5440734,Westbrook Estate,1,neighbourhood,0.38,0.0d 06:00:00,D,1,B1,1183_0,0.0
1494_0_B1,28-29 AVE-125-126 ST,,0.0d 14:45:00,,53.45891079,-113.5467675,Blue Quill Estates,1,neighbourhood,0.688,0.0d 06:00:00,D,1,B1,1494_0,0.0
1547_0_B1,3803-105 ST,,0.0d 14:45:00,,53.47341421,-113.5000821,Duggan,1,neighbourhood,0.95,0.0d 06:00:00,D,1,B1,1547_0,0.0
1555_0_B1,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,,12.0d 14:45:00,,53.45237812,-113.5670903,Terwilleger TOWNE,1,neighbourhood,0.696,12.0d 06:00:00,D,1,B1,1555_0,12.0
1575_0_B1,BURTON ROAD-BUTTERWORTH CLOSE,,4.0d 14:45:00,,53.47870978,-113.5631236,Bulyea Heights,1,neighbourhood,1.08,4.0d 06:00:00,D,1,B1,1575_0,4.0
1663_0_B1,SADDLEBACK RD. 111 - 119 ST,,7.0d 14:45:00,,53.46118388,-113.5182582,Sweet Grass,1,neighbourhood,3.25215,7.0d 06:00:00,D,1,B1,1663_0,7.0
1691_0_B1,56 AVE-141-145 ST,,2.0d 14:45:00,,53.49349408,-113.5673686,Brookside,1,neighbourhood,0.395,2.0d 06:00:00,D,1,B1,1691_0,2.0
1711_0_B1,Windermere Dr. Windermere Blv. - 67 Windermere Dr walkway & from 67 Windemere Drive to 403 - 181 St,,5.0d 14:45:00,,53.43508963,-113.6325826,Windermere South,1,neighbourhood,0.3765,5.0d 06:00:00,D,1,B1,1711_0,5.0
1757_0_B1,403 REEVES CRESENT-RIVERBEND ROAD,,2.0d 14:45:00,,53.47366247,-113.5892026,Rhatigan Ridge,1,neighbourhood,0.479,2.0d 06:00:00,D,1,B1,1757_0,2.0
1788_0_B1,144 ST-53-60 AVE,,2.0d 14:45:00,,53.49467404,-113.5709562,Brookside,1,neighbourhood,0.743,2.0d 06:00:00,D,1,B1,1788_0,2.0
1805_0_B1,Terwilleger Drive: Rabbit Hill Road to 40 Ave.,,1.0d 14:45:00,,53.47225564,-113.5782594,Bulyea Heights,1,roadway,1.0765,1.0d 06:00:00,D,1,B1,1805_0,1.0
1816_0_B1,147 ST-45-51 AVE,,3.0d 14:45:00,,53.48626437,-113.5731096,Ramsey Heights,1,neighbourhood,0.2815,3.0d 06:00:00,D,1,B1,1816_0,3.0
1831_0_B1,125 ST-62 AVE,,7.0d 14:45:00,,53.50102494,-113.5538245,Grandview Heights,1,neighbourhood,0.438,7.0d 06:00:00,D,1,B1,1831_0,7.0
1858_0_B1,58 AVE-WHITEMUD DRIVE-BRANDER DRIVE,,3.0d 14:45:00,,53.49595387,-113.5786278,Brander Gardens,1,neighbourhood,0.3075,3.0d 06:00:00,D,1,B1,1858_0,3.0
1871_0_B1,BULYEA ROAD-#900 BURLEY DRIVE,,3.0d 14:45:00,,53.47207201,-113.5684263,Bulyea Heights,1,neighbourhood,0.267,3.0d 06:00:00,D,1,B1,1871_0,3.0
1904_0_B1,West side 111 ST: 40 AVE - WHITEMUD DRIVE,,2.0d 14:45:00,,53.476950065,-113.516986961,Royal Gardens,1,roadway,0.1965,2.0d 06:00:00,D,1,B1,1904_0,2.0
1909_0_B1,Rabbit Hill rd. - MacTaggart Drive/Rabbit Hill Rd: 23 AVE - TERWILLEGAR BLVD,,12.0d 14:45:00,,53.4473819,-113.5655477,MacTaggert/McGrath,1,neighbourhood,0.412,12.0d 06:00:00,D,1,B1,1909_0,12.0
1917_0_B1,HEATH ROAD & RIVERBEND ROAD,,3.0d 14:45:00,,53.46096072,-113.5969005,Haddow,1,neighbourhood,0.5945,3.0d 06:00:00,D,1,B1,1917_0,3.0
1919_0_B1,122 st - Cambell Bridge,,7.0d 14:45:00,,53.50413648,-113.5460037,River Valley Whitemud,1,neighbourhood,0.95,7.0d 06:00:00,D,1,B1,1919_0,7.0
1951_0_B1,(#1510)119 St & Twin Brooks Close,,1.0d 14:45:00,,53.44964893,-113.5379768,Twin Brooks,1,neighbourhood,1.1955,1.0d 06:00:00,D,1,B1,1951_0,1.0
1956_0_B1,29 Avenue - 119 St. to 126 Street,,5.0d 14:45:00,,53.46157156,-113.5422988,Blue Quill Estates,1,neighbourhood,0.8,5.0d 06:00:00,D,1,B1,1956_0,5.0
1990_0_B1,119 ST-WESTBROOK DRIVE-23AVE,,1.0d 14:45:00,,53.46759644,-113.5038615,Blue Quill,1,roadway,0.6205,1.0d 06:00:00,D,1,B1,1990_0,1.0
1995_0_B1,358 HEATH ROAD - DRY POND,,3.0d 14:45:00,,53.4573543,-113.5977432,Haddow,1,neighbourhood,0.3765,3.0d 06:00:00,D,1,B1,1995_0,3.0
1997_0_B1,N/Center/S side 34 Ave.: 111St to Calgary Trail,,8.0d 14:45:00,,53.46689691,-113.5068298,Steinhauer/Duggan,1,roadway,0.61535,8.0d 06:00:00,D,1,B1,1997_0,8.0
2009_0_B1,15515-58 AVE,,4.0d 14:45:00,,53.49623875,-113.5877917,Brander Gardens,1,neighbourhood,0.1915,4.0d 06:00:00,D,1,B1,2009_0,4.0
2032_0_B1,Ellerslie Road East of 111 St,,12.0d 14:45:00,,53.42439209,-113.5110578,Blackmud Creek,1,neighbourhood,0.4615,12.0d 06:00:00,D,1,B1,2032_0,12.0
2074_0_B1,14141 - Fox Drive,,3.0d 14:45:00,,53.50080356,-113.5631143,River Valley Whitemud,1,neighbourhood,1.644,3.0d 06:00:00,D,1,B1,2074_0,3.0
2087_0_B1,Calgary Trail W/S: 31 Ave - 34 Ave,,8.0d 14:45:00,,53.465813671,-113.496226484,CALGARY TRAIL SOUTH,1,roadway,1.2755,8.0d 06:00:00,D,1,B1,2087_0,8.0
2106_0_B1,Gateway Boulevard to 102 St - 19 Ave.to 12 Ave,,9.0d 14:45:00,,53.46126963,-113.4918437,South Edmonton Common,1,roadway,0.375,9.0d 06:00:00,D,1,B1,2106_0,9.0
2163_0_B1,9 Ave. - 110 St to 107 St.,,6.0d 14:45:00,,53.4249641,-113.5076322,Richford,1,neighbourhood,0.25,6.0d 06:00:00,D,1,B1,2163_0,6.0
2170_0_B1,Rutherford Rd & 16ave SW,,10.0d 14:45:00,,53.41853583,-113.5296777,Rutherford,1,neighbourhood,0.348,10.0d 06:00:00,D,1,B1,2170_0,10.0
2183_0_B1,51 AVE ALLERD WAY - 110 ST,,9d 14:45:00,,53.48935209,-113.4990454,Pleasantview,1,neighbourhood,0.5045,0d 06:00:00,D,10,B1,2183_0,
2184_0_B1,23 AVE-111-119 ST,,9.0d 14:45:00,,53.4541648,-113.5252887,Blue Quill,1,roadway,1.5,9.0d 06:00:00,D,1,B1,2184_0,9.0
2247_0_B1,9B AVE/116-119 ST,,3.0d 14:45:00,,53.43956223,-113.5365761,Twin Brooks,1,neighbourhood,0.1725,3.0d 06:00:00,D,1,B1,2247_0,3.0
2251_0_B1,"RIVERBEND ROAD-WEST TO RAVINE, West end of pipeline to Anthony Henday Bridge",,4.0d 14:45:00,,53.46169964,-113.6004013,Henderson,1,neighbourhood,1.3775,4.0d 06:00:00,D,1,B1,2251_0,4.0
2256_0_B1,Terwilleger Drive - BULYEA RD - 558 BUCHANAN RD,,1.0d 14:45:00,,53.4675247,-113.5769858,Bulyea Heights,1,roadway,0.279,1.0d 06:00:00,D,1,B1,2256_0,1.0
2324_0_B1,OGILVIE BOULEVARD-OSLAND DRIVE,,3.0d 14:45:00,,53.46295301,-113.5607303,Ogilvie Ridge,1,neighbourhood,1.175,3.0d 06:00:00,D,1,B1,2324_0,3.0
2346_0_B1,10935 - 6 AVE SW & 8 Ave. - 108 St. SW,,6.0d 14:45:00,,53.42646119,-113.5086368,Richford,1,neighbourhood,0.344,6.0d 06:00:00,D,1,B1,2346_0,6.0
2361_0_B1,Whitemud Drive - Fox Drive,,3.0d 14:45:00,,53.50331082,-113.5661867,River Valley Whitemud,1,neighbourhood,2.4452,3.0d 06:00:00,D,1,B1,2361_0,3.0
2370_0_B1,119 St: Twin Brooks Way - 9B Ave,,5.0d 14:45:00,,53.44282737,-113.5407779,Twin Brooks,1,neighbourhood,1.0,5.0d 06:00:00,D,1,B1,2370_0,5.0
2408_0_B1,"111 ST-23 Ave. to Saddleback Road (29A Ave.), Saddlebak Rd.",,8.0d 14:45:00,,53.45719948,-113.5169395,Blue Quill/Ermineskin,1,roadway,1.0775,8.0d 06:00:00,D,1,B1,2408_0,8.0
2414_0_B1,HENDERSON ST-E OF HEPBURN AVE,,6.0d 14:45:00,,53.4681872,-113.59682,Henderson,1,neighbourhood,2.0605,6.0d 06:00:00,D,1,B1,2414_0,6.0
2502_0_B1,39A AVE - ASPEN DRIVE WEST,,0.0d 14:45:00,,53.47479387,-113.5516172,Aspen Gardens,1,neighbourhood,0.22,0.0d 06:00:00,D,1,B1,2502_0,0.0
2531_0_B1,1650 Melrose Place,,12.0d 14:45:00,,53.4319483,-113.5318355,MacEwan,1,neighbourhood,0.4,12.0d 06:00:00,D,1,B1,2531_0,12.0
2537_0_B1,47 AVE-52B AVE,,4.0d 14:45:00,,53.48655979,-113.5521502,Lansdowne,1,neighbourhood,0.639,4.0d 06:00:00,D,1,B1,2537_0,4.0
2559_0_B1,111 ST: 40 AVE to WHITEMUD DRIVE,,8.0d 14:45:00,,53.47994832,-113.5154949,Rideau Park,1,roadway,1.5335,8.0d 06:00:00,D,1,B1,2559_0,8.0
2567_0_B1,45 Ave. to 40 Ave. East of 147 St.,,2.0d 14:45:00,,53.48066572,-113.5729237,Ramsey Heights,1,roadway,1.075,2.0d 06:00:00,D,1,B1,2567_0,2.0
2572_0_B1,ADJACENT/BEHIND #729 BLACKWOOD CR.,,6.0d 14:45:00,,53.42905014,-113.5005662,Blackburne,1,neighbourhood,0.5,6.0d 06:00:00,D,1,B1,2572_0,6.0
2604_0_B1,High Level Bridge to Pumping Station,,6.0d 14:45:00,,53.52840712,-113.5161759,RiverValley Walterdale,1,neighbourhood,0.296,6.0d 06:00:00,D,1,B1,2604_0,6.0
2635_0_B1,Windermere Blvd & Watson Landing,,3.0d 14:45:00,,53.43809452,-113.626929,Windermere,1,neighbourhood,0.7385,3.0d 06:00:00,D,1,B1,2635_0,3.0
2663_0_B1,156 St. to Riverbend Road,,3.0d 14:45:00,,53.46168881,-113.5921063,Falconer Heights,1,neighbourhood,0.5,3.0d 06:00:00,D,1,B1,2663_0,3.0
2779_0_B1,34 AVE 111 - 119 ST,,8.0d 14:45:00,,53.46700039,-113.5282546,Greenfield,1,roadway,1.0368,8.0d 06:00:00,D,1,B1,2779_0,8.0
2783_0_B1,1331& 1333 RUTHERFORD ROAD,,10.0d 14:45:00,,53.42004531,-113.5343542,Rutherford,1,neighbourhood,1.4,10.0d 06:00:00,D,1,B1,2783_0,10.0
2826_0_B1,1697 Toane WYND,,5.0d 14:45:00,,53.44666423,-113.5880112,Terwilleger TOWNE,1,neighbourhood,0.5,5.0d 06:00:00,D,1,B1,2826_0,5.0
2827_0_B1,Hayworth Crescent to Hudson Boulevard/Rabbit Hill Road - Trans Alta R.O.W. to Hodgson Blv.,,6.0d 14:45:00,,53.4606655,-113.5639836,Hodgson,1,neighbourhood,0.2725,6.0d 06:00:00,D,1,B1,2827_0,6.0
2835_0_B1,Ellerslie Rd (9 Ave. SW) N. & Center - SCHOOL to 111 Street,,6.0d 14:45:00,,53.42502398,-113.5198188,MacEwan,1,neighbourhood,0.2,6.0d 06:00:00,D,1,B1,2835_0,6.0
2875_0_B1,504 HODGSON ROAD & HODGSON BOULEVARD,,6.0d 14:45:00,,53.46002767,-113.557942,Hodgson,1,neighbourhood,0.2585,6.0d 06:00:00,D,1,B1,2875_0,6.0
2997_0_B1,55 AVE-143 ST,,3.0d 14:45:00,,53.49160219,-113.5693168,Brookside,1,neighbourhood,1.577,3.0d 06:00:00,D,1,B1,2997_0,3.0
2998_0_B1,5803-148 ST,,3.0d 14:45:00,,53.49441798,-113.5738646,Brander Gardens,1,neighbourhood,0.298,3.0d 06:00:00,D,1,B1,2998_0,3.0
3003_0_B1,45 AVE-132 ST,,9d 14:45:00,,53.48413627,-113.558145,Whitemud Creek Ravine North,1,neighbourhood,0.5835,0d 06:00:00,D,10,B1,3003_0,
