Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,Level,priority,raw-id,day
2174_0_A2,,D,Ellerslie Industrial,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,53.41301857,-113.4962645,5,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2174_0,5
2174_1_A2,,D,Ellerslie Industrial,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,53.41301857,-113.4962645,5,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2174_1,12
2174_2_A2,,D,Ellerslie Industrial,CALGARY TRAIL SOUTH OF ELLERSLIE RD. 1KM,53.41301857,-113.4962645,5,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,2174_2,19
2183_0_B1,,D,Pleasantview,51 AVE ALLERD WAY - 110 ST,53.48935209,-113.4990454,0.5045,0d 06:00:00,10d 14:45:00,1,neighbourhood,B1,1,2183_0,
2183_1_B1,,D,Pleasantview,51 AVE ALLERD WAY - 110 ST,53.48935209,-113.4990454,0.5045,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,2183_1,19
2184_0_B1,,D,Blue Quill,23 AVE-111-119 ST,53.4541648,-113.5252887,1.5,9.0d 06:00:00,9.0d 14:45:00,1,roadway,B1,1,2184_0,9
2184_1_B1,,D,Blue Quill,23 AVE-111-119 ST,53.4541648,-113.5252887,1.5,16.0d 06:00:00,16.0d 14:45:00,1,roadway,B1,1,2184_1,16
2190_0_A2,,D,Grandview Heights,63 AVE-126 ST,53.49914418,-113.5450879,1.2355,5d 06:00:00,6d 14:45:00,1,neighbourhood,A2,1,2190_0,
2190_1_A2,,D,Grandview Heights,63 AVE-126 ST,53.49914418,-113.5450879,1.2355,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2190_1,10
2190_2_A2,,D,Grandview Heights,63 AVE-126 ST,53.49914418,-113.5450879,1.2355,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,2190_2,17
2191_0_A2,,D,Lansdowne,51 AVE-124 ST,53.48661841,-113.5440894,1.6,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2191_0,6
2191_1_A2,,D,Lansdowne,51 AVE-124 ST,53.48661841,-113.5440894,1.6,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2191_1,10
2191_2_A2,,D,Lansdowne,51 AVE-124 ST,53.48661841,-113.5440894,1.6,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,2191_2,17
2193.0_0_B1,,D,MILL CREEK RAVINE SOUTH,EAST 98 ST - RAVINE & 92 AVE,53.52148967,-113.4750752,0.425,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,B1,1,2193.0_0,11
2193.0_1_B1,,D,MILL CREEK RAVINE SOUTH,EAST 98 ST - RAVINE & 92 AVE,53.52148967,-113.4750752,0.425,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,2193.0_1,20
2194.0_0_B1,,D,HAZELDEAN,NORTH 63-66 AVE - 89-92 ST,53.50096985,-113.4677927,0.7975,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,2194.0_0,6
2194.0_1_B1,,D,HAZELDEAN,NORTH 63-66 AVE - 89-92 ST,53.50096985,-113.4677927,0.7975,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2194.0_1,17
2196_0_A2,,D,Ramsey Heights,44 AVE-RIVERBEND ROAD,53.48198664,-113.5820029,3.3155,5d 06:00:00,6d 14:45:00,1,neighbourhood,A2,1,2196_0,
2196_1_A2,,D,Ramsey Heights,44 AVE-RIVERBEND ROAD,53.48198664,-113.5820029,3.3155,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2196_1,10
2196_2_A2,,D,Ramsey Heights,44 AVE-RIVERBEND ROAD,53.48198664,-113.5820029,3.3155,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2196_2,18
2217.0_0_B1,,D,MILL CREEK RAVINE NORTH,95 ST-88 AVE,53.5254877,-113.4743503,1.8035,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,2217.0_0,5
2217.0_1_B1,,D,MILL CREEK RAVINE NORTH,95 ST-88 AVE,53.5254877,-113.4743503,1.8035,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2217.0_1,17
2233.0_0_B1,,D,LEE RIDGE,SOUTH SIDE/C 34 AVE BTWN MILLWOODS RD & 66 ST,53.46495912,-113.4432916,0.45,0.0d 06:00:00,0.0d 14:45:00,1,roadway,B1,1,2233.0_0,0
2233.0_1_B1,,D,LEE RIDGE,SOUTH SIDE/C 34 AVE BTWN MILLWOODS RD & 66 ST,53.46495912,-113.4432916,0.45,12.0d 06:00:00,12.0d 14:45:00,1,roadway,B1,1,2233.0_1,12
2247_0_B1,,D,Twin Brooks,9B AVE/116-119 ST,53.43956223,-113.5365761,0.1725,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2247_0,3
2247_1_B1,,D,Twin Brooks,9B AVE/116-119 ST,53.43956223,-113.5365761,0.1725,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2247_1,17
2249_0_A2,,D,Pleasantview,60 AVE-106 ST,53.49497705,-113.5020707,2.65,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2249_0,5
2249_1_A2,,D,Pleasantview,60 AVE-106 ST,53.49497705,-113.5020707,2.65,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,2249_1,13
2249_2_A2,,D,Pleasantview,60 AVE-106 ST,53.49497705,-113.5020707,2.65,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,2249_2,19
2250.0_0_B1,,D,HILLVIEW,54-58 ST & 34 AVE-38 AVE,53.46914599,-113.4233464,0.1685,7.0d 06:00:00,7.0d 14:45:00,1,neighbourhood,B1,1,2250.0_0,7
2250.0_1_B1,,D,HILLVIEW,54-58 ST & 34 AVE-38 AVE,53.46914599,-113.4233464,0.1685,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,2250.0_1,18
2251_0_B1,,D,Henderson,"RIVERBEND ROAD-WEST TO RAVINE, West end of pipeline to Anthony Henday Bridge",53.46169964,-113.6004013,1.3775,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,B1,1,2251_0,4
2251_1_B1,,D,Henderson,"RIVERBEND ROAD-WEST TO RAVINE, West end of pipeline to Anthony Henday Bridge",53.46169964,-113.6004013,1.3775,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2251_1,14
2255.0_0_B1,,D,MILL WOODS TOWN CENTRE,SOUTH SIDE/C 23 AVE-BTWN 66-50 ST,53.4537107,-113.4285839,0.53,7.0d 06:00:00,7.0d 14:45:00,1,roadway,B1,1,2255.0_0,7
2255.0_1_B1,,D,MILL WOODS TOWN CENTRE,SOUTH SIDE/C 23 AVE-BTWN 66-50 ST,53.4537107,-113.4285839,0.53,16.0d 06:00:00,16.0d 14:45:00,1,roadway,B1,1,2255.0_1,16
2256_0_B1,,D,Bulyea Heights,Terwilleger Drive - BULYEA RD - 558 BUCHANAN RD,53.4675247,-113.5769858,0.279,1.0d 06:00:00,1.0d 14:45:00,1,roadway,B1,1,2256_0,1
2256_1_B1,,D,Bulyea Heights,Terwilleger Drive - BULYEA RD - 558 BUCHANAN RD,53.4675247,-113.5769858,0.279,15.0d 06:00:00,15.0d 14:45:00,1,roadway,B1,1,2256_1,15
2257_0_B1,,D,Richford,Ellerslie Rd (9 Ave. SW) -107 Street to Calgary Trail Ramp (north & south),53.42492122,-113.4996855,0.115,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,2257_0,10
2257_1_B1,,D,Richford,Ellerslie Rd (9 Ave. SW) -107 Street to Calgary Trail Ramp (north & south),53.42492122,-113.4996855,0.115,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,2257_1,20
2259_0_A2,,D,Calgary Trail South,Calgary Trail - 34 Ave to 45 Ave (Whitemud Drive),53.47118696,-113.4937589,1.244,5d 06:00:00,6d 14:45:00,1,roadway,A2,1,2259_0,
2259_1_A2,,D,Calgary Trail South,Calgary Trail - 34 Ave to 45 Ave (Whitemud Drive),53.47118696,-113.4937589,1.244,12d 06:00:00,13d 14:45:00,1,roadway,A2,1,2259_1,
2259_2_A2,,D,Calgary Trail South,Calgary Trail - 34 Ave to 45 Ave (Whitemud Drive),53.47118696,-113.4937589,1.244,19d 06:00:00,20d 14:45:00,1,roadway,A2,1,2259_2,
2260_0_A2,,D,Strathcona,SASK. DR.-LOW LEVEL BRIDGE,53.5336275,-113.4856998,0.5,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2260_0,6
2260_1_A2,,D,Strathcona,SASK. DR.-LOW LEVEL BRIDGE,53.5336275,-113.4856998,0.5,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2260_1,12
2260_2_A2,,D,Strathcona,SASK. DR.-LOW LEVEL BRIDGE,53.5336275,-113.4856998,0.5,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A2,1,2260_2,20
2261.0_0_B1,,D,MILL CREEK RAVINE NORTH,98 AVE-CONNORS ROAD-99 ST,53.53647744,-113.4816691,2.526,0.0d 06:00:00,0.0d 14:45:00,1,neighbourhood,B1,1,2261.0_0,0
2261.0_1_B1,,D,MILL CREEK RAVINE NORTH,98 AVE-CONNORS ROAD-99 ST,53.53647744,-113.4816691,2.526,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2261.0_1,14
2270.0_0_B1,,D,WILD ROSE,W/S 17 St. South of 38 Ave,53.47390517,-113.3689558,2.785,0d 06:00:00,10d 14:45:00,1,roadway,B1,1,2270.0_0,
2270.0_1_B1,,D,WILD ROSE,W/S 17 St. South of 38 Ave,53.47390517,-113.3689558,2.785,11d 06:00:00,20d 14:45:00,1,roadway,B1,1,2270.0_1,
2324_0_B1,,D,Ogilvie Ridge,OGILVIE BOULEVARD-OSLAND DRIVE,53.46295301,-113.5607303,1.175,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2324_0,3
2324_1_B1,,D,Ogilvie Ridge,OGILVIE BOULEVARD-OSLAND DRIVE,53.46295301,-113.5607303,1.175,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,B1,1,2324_1,10
2339.0_0_B1,,D,POLLARD MEADOWS,43 ST BTWN MILLWOODS RD & 17 AVE,53.44391005,-113.4070047,0.115,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2339.0_0,3
2339.0_1_B1,,D,POLLARD MEADOWS,43 ST BTWN MILLWOODS RD & 17 AVE,53.44391005,-113.4070047,0.115,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,B1,1,2339.0_1,11
2341.0_0_B1,,D,KING EDWARD PARK,81 ST-80 AVE,53.51656641,-113.4527718,0.03,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,B1,1,2341.0_0,12
2341.0_1_B1,,D,KING EDWARD PARK,81 ST-80 AVE,53.51656641,-113.4527718,0.03,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,2341.0_1,20
2343_0_B1,,D,Ramsey Heights,45-46 AVE-151 ST,53.48481358,-113.5796304,0.06,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2343_0,3
2343_1_B1,,D,Ramsey Heights,45-46 AVE-151 ST,53.48481358,-113.5796304,0.06,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2343_1,14
2346_0_B1,,D,Richford,10935 - 6 AVE SW & 8 Ave. - 108 St. SW,53.42646119,-113.5086368,0.344,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,2346_0,6
2346_1_B1,,D,Richford,10935 - 6 AVE SW & 8 Ave. - 108 St. SW,53.42646119,-113.5086368,0.344,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,2346_1,19
2347_0_B1,,D,Ogilvie Ridge,Behind #228 Ockden Place to behind #175 Osland Drive,53.46162662,-113.5604021,0.1305,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,2347_0,5
2347_1_B1,,D,Ogilvie Ridge,Behind #228 Ockden Place to behind #175 Osland Drive,53.46162662,-113.5604021,0.1305,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,2347_1,18
2361_0_B1,,D,River Valley Whitemud,Whitemud Drive - Fox Drive,53.50331082,-113.5661867,2.4452,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2361_0,3
2361_1_B1,,D,River Valley Whitemud,Whitemud Drive - Fox Drive,53.50331082,-113.5661867,2.4452,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,B1,1,2361_1,20
2363_0_B1,,D,Falconer Heights,#1124 FALCONER ROAD,53.46367949,-113.5875267,0.14,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,B1,1,2363_0,4
2363_1_B1,,D,Falconer Heights,#1124 FALCONER ROAD,53.46367949,-113.5875267,0.14,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2363_1,14
2366_0_A2,,D,Brookside,60 AVE - 142 ST,53.49819625,-113.56505722,0.055,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,A2,1,2366_0,4
2366_1_A2,,D,Brookside,60 AVE - 142 ST,53.49819625,-113.56505722,0.055,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,A2,1,2366_1,11
2366_2_A2,,D,Brookside,60 AVE - 142 ST,53.49819625,-113.56505722,0.055,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,2366_2,17
2370_0_B1,,D,Twin Brooks,119 St: Twin Brooks Way - 9B Ave,53.44282737,-113.5407779,1,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,2370_0,5
2370_1_B1,,D,Twin Brooks,119 St: Twin Brooks Way - 9B Ave,53.44282737,-113.5407779,1,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2370_1,17
2379.0_0_B1,,D,CAPILANO,108 AVE-48 ST,53.55466243,-113.4166271,0.0685,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2379.0_0,3
2379.0_1_B1,,D,CAPILANO,108 AVE-48 ST,53.55466243,-113.4166271,0.0685,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,2379.0_1,13
2380.0_0_B1,,D,CAPILANO,109 AVE-46 ST,53.55622078,-113.4142713,0.11,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,2380.0_0,5
2380.0_1_B1,,D,CAPILANO,109 AVE-46 ST,53.55622078,-113.4142713,0.11,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,2380.0_1,18
2382_0_A2,,D,Twin Brooks,12 AVE & 113 ST,53.44258142,-113.5275563,2.985,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2382_0,6
2382_1_A2,,D,Twin Brooks,12 AVE & 113 ST,53.44258142,-113.5275563,2.985,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2382_1,12
2382_2_A2,,D,Twin Brooks,12 AVE & 113 ST,53.44258142,-113.5275563,2.985,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A2,1,2382_2,20
2386.0_0_B1,,D,FOREST HEIGHTS,WEST SIDE 75 ST-BTWN-98-101 AVE,53.5388941,-113.4436549,0.27,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,2386.0_0,6
2386.0_1_B1,,D,FOREST HEIGHTS,WEST SIDE 75 ST-BTWN-98-101 AVE,53.5388941,-113.4436549,0.27,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,B1,1,2386.0_1,19
2390.0_0_A1,,D,CLOVERDALE,9626 9sA Street NW,53.53603562,-113.4780428,3.5,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A1,1,2390.0_0,6
2390.0_1_A1,,D,CLOVERDALE,9626 9sA Street NW,53.53603562,-113.4780428,3.5,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A1,1,2390.0_1,12
2390.0_2_A1,,D,CLOVERDALE,9626 9sA Street NW,53.53603562,-113.4780428,3.5,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A1,1,2390.0_2,20
2391.0_0_B1,,D,CLOVERDALE,96A ST - CONNORS ROAD,53.53403064,-113.479064,2.3375,0d 06:00:00,10d 14:45:00,1,neighbourhood,B1,1,2391.0_0,
2391.0_1_B1,,D,CLOVERDALE,96A ST - CONNORS ROAD,53.53403064,-113.479064,2.3375,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,B1,1,2391.0_1,18
2406_0_A2,,D,Brookside,46 AVE-140-142 ST,53.48328608,-113.5624498,0.5,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,A2,1,2406_0,4
2406_1_A2,,D,Brookside,46 AVE-140-142 ST,53.48328608,-113.5624498,0.5,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2406_1,10
2406_2_A2,,D,Brookside,46 AVE-140-142 ST,53.48328608,-113.5624498,0.5,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2406_2,18
2407_0_B1,,D,Henderson,RABBIT HILL RD S.TO HERRING-COOPER WAY,53.47416837,-113.6020612,0.0855,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2407_0,3
2407_1_B1,,D,Henderson,RABBIT HILL RD S.TO HERRING-COOPER WAY,53.47416837,-113.6020612,0.0855,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2407_1,17
2408_0_B1,,D,Blue Quill/Ermineskin,"111 ST-23 Ave. to Saddleback Road (29A Ave.), Saddlebak Rd.",53.45719948,-113.5169395,1.0775,8.0d 06:00:00,8.0d 14:45:00,1,roadway,B1,1,2408_0,8
2408_1_B1,,D,Blue Quill/Ermineskin,"111 ST-23 Ave. to Saddleback Road (29A Ave.), Saddlebak Rd.",53.45719948,-113.5169395,1.0775,15.0d 06:00:00,15.0d 14:45:00,1,roadway,B1,1,2408_1,15
2409.0_0_B1,,D,HAZELDEAN,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,53.50761008,-113.4843723,0.795,0d 06:00:00,10d 14:45:00,1,neighbourhood,B1,1,2409.0_0,
2409.0_1_B1,,D,HAZELDEAN,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,53.50761008,-113.4843723,0.795,11d 06:00:00,20d 14:45:00,1,neighbourhood,B1,1,2409.0_1,
2410.0_0_B1,,D,RITCHIE,98 ST-79 AVE,53.51560934,-113.4812774,0.1,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,2410.0_0,6
2410.0_1_B1,,D,RITCHIE,98 ST-79 AVE,53.51560934,-113.4812774,0.1,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,2410.0_1,13
2412.0_0_A2,,D,STRATHCONA,86 AVE-101 ST,53.52130133,-113.4934018,0.095,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2412.0_0,6
2412.0_1_A2,,D,STRATHCONA,86 AVE-101 ST,53.52130133,-113.4934018,0.095,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,2412.0_1,13
2412.0_2_A2,,D,STRATHCONA,86 AVE-101 ST,53.52130133,-113.4934018,0.095,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,2412.0_2,19
2414_0_B1,,D,Henderson,HENDERSON ST-E OF HEPBURN AVE,53.4681872,-113.59682,2.0605,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,B1,1,2414_0,6
2414_1_B1,,D,Henderson,HENDERSON ST-E OF HEPBURN AVE,53.4681872,-113.59682,2.0605,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,B1,1,2414_1,17
2429_0_B1,,D,Bulyea Heights,OEMING ROAD - 900 BURLEY DRIVE,53.46816033,-113.5674969,0.158,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2429_0,3
2429_1_B1,,D,Bulyea Heights,OEMING ROAD - 900 BURLEY DRIVE,53.46816033,-113.5674969,0.158,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2429_1,14
2430_0_B1,,D,Strathcona,Saskatchewan Drive - 104 ST to 107 ST,53.52334735,-113.5015386,0.1,7.0d 06:00:00,7.0d 14:45:00,1,neighbourhood,B1,1,2430_0,7
2430_1_B1,,D,Strathcona,Saskatchewan Drive - 104 ST to 107 ST,53.52334735,-113.5015386,0.1,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,B1,1,2430_1,14
2434_0_A1,,D,Queen Alexander,104-105A ST-70-76 AVE,53.50944549,-113.4993593,1.25,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A1,1,2434_0,6
2434_1_A1,,D,Queen Alexander,104-105A ST-70-76 AVE,53.50944549,-113.4993593,1.25,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A1,1,2434_1,13
2434_2_A1,,D,Queen Alexander,104-105A ST-70-76 AVE,53.50944549,-113.4993593,1.25,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A1,1,2434_2,20
2448.0_0_B1,,D,EKOTA,KNOTTWOOD RD E-19 AVE,53.44899765,-113.441916,1.369,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,B1,1,2448.0_0,5
2448.0_1_B1,,D,EKOTA,KNOTTWOOD RD E-19 AVE,53.44899765,-113.441916,1.369,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,B1,1,2448.0_1,13
2459.0_0_A2,,D,MILL CREEK RAVINE SOUTH,66 AVE-88 ST,53.50201544,-113.4658548,0.6605,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2459.0_0,5
2459.0_1_A2,,D,MILL CREEK RAVINE SOUTH,66 AVE-88 ST,53.50201544,-113.4658548,0.6605,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,A2,1,2459.0_1,11
2459.0_2_A2,,D,MILL CREEK RAVINE SOUTH,66 AVE-88 ST,53.50201544,-113.4658548,0.6605,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2459.0_2,18
2460_0_A2,,D,Queen Alexanda,73 AVE-105A ST,53.50885546,-113.5016621,0.418,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2460_0,6
2460_1_A2,,D,Queen Alexanda,73 AVE-105A ST,53.50885546,-113.5016621,0.418,13.0d 06:00:00,13.0d 14:45:00,1,neighbourhood,A2,1,2460_1,13
2460_2_A2,,D,Queen Alexanda,73 AVE-105A ST,53.50885546,-113.5016621,0.418,19.0d 06:00:00,19.0d 14:45:00,1,neighbourhood,A2,1,2460_2,19
2467.0_0_B1,,D,WILD ROSE,3165 - 34A Ave,53.4652597,-113.3893251,0.05,3.0d 06:00:00,3.0d 14:45:00,1,neighbourhood,B1,1,2467.0_0,3
2467.0_1_B1,,D,WILD ROSE,3165 - 34A Ave,53.4652597,-113.3893251,0.05,11.0d 06:00:00,11.0d 14:45:00,1,neighbourhood,B1,1,2467.0_1,11
2469.0_0_B1,,D,STRATHCONA INDUSTRIAL PARK,WS/C 91 ST BTWN 34 & 39 AVE,53.46979343,-113.467082,2.55,8.0d 06:00:00,8.0d 14:45:00,1,roadway,B1,1,2469.0_0,8
2469.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,WS/C 91 ST BTWN 34 & 39 AVE,53.46979343,-113.467082,2.55,16.0d 06:00:00,16.0d 14:45:00,1,roadway,B1,1,2469.0_1,16
2472_0_A2,,D,Lendrum Place,54 AVE-113A ST,53.49282801,-113.5238408,2.0008,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2472_0,5
2472_1_A2,,D,Lendrum Place,54 AVE-113A ST,53.49282801,-113.5238408,2.0008,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2472_1,10
2472_2_A2,,D,Lendrum Place,54 AVE-113A ST,53.49282801,-113.5238408,2.0008,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2472_2,18
2473_0_A2,,D,Empire Park,46 AVE-106 ST,53.4839836,-113.502906,1.1,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2473_0,6
2473_1_A2,,D,Empire Park,46 AVE-106 ST,53.4839836,-113.502906,1.1,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2473_1,12
2473_2_A2,,D,Empire Park,46 AVE-106 ST,53.4839836,-113.502906,1.1,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2473_2,18
2474_0_A2,,D,Empire Park,51 AVE-107 ST,53.48622953,-113.5094554,1.78,4.0d 06:00:00,4.0d 14:45:00,1,neighbourhood,A2,1,2474_0,4
2474_1_A2,,D,Empire Park,51 AVE-107 ST,53.48622953,-113.5094554,1.78,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2474_1,12
2474_2_A2,,D,Empire Park,51 AVE-107 ST,53.48622953,-113.5094554,1.78,18.0d 06:00:00,18.0d 14:45:00,1,neighbourhood,A2,1,2474_2,18
2475_0_A2,,D,McKernan,74 AVE-113 ST,53.5103273,-113.5249039,0.35,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2475_0,5
2475_1_A2,,D,McKernan,74 AVE-113 ST,53.5103273,-113.5249039,0.35,12.0d 06:00:00,12.0d 14:45:00,1,neighbourhood,A2,1,2475_1,12
2475_2_A2,,D,McKernan,74 AVE-113 ST,53.5103273,-113.5249039,0.35,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,A2,1,2475_2,20
2477.0_0_A1,,D,RIVER VALLEY GOLD BAR,10955 50 Street NW,53.55582658,-113.4039236,5.1505,0d 06:00:00,0d 14:45:00,1,neighbourhood,A1,1,2477.0_0,
2477.0_1_A1,,D,RIVER VALLEY GOLD BAR,10955 50 Street NW,53.55582658,-113.4039236,5.1505,7d 06:00:00,7d 14:45:00,1,neighbourhood,A1,1,2477.0_1,
2477.0_2_A1,,D,RIVER VALLEY GOLD BAR,10955 50 Street NW,53.55582658,-113.4039236,5.1505,14d 06:00:00,14d 14:45:00,1,neighbourhood,A1,1,2477.0_2,
2478_0_A2,,D,Royal Gardens,40 AVE-117 ST,53.47772887,-113.5337038,1.05,5.0d 06:00:00,5.0d 14:45:00,1,neighbourhood,A2,1,2478_0,5
2478_1_A2,,D,Royal Gardens,40 AVE-117 ST,53.47772887,-113.5337038,1.05,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2478_1,10
2478_2_A2,,D,Royal Gardens,40 AVE-117 ST,53.47772887,-113.5337038,1.05,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,2478_2,17
2479_0_A2,,D,Royal Gardens,40 AVE-119 ST,53.47846112,-113.5376293,2.35,6.0d 06:00:00,6.0d 14:45:00,1,neighbourhood,A2,1,2479_0,6
2479_1_A2,,D,Royal Gardens,40 AVE-119 ST,53.47846112,-113.5376293,2.35,10.0d 06:00:00,10.0d 14:45:00,1,neighbourhood,A2,1,2479_1,10
2479_2_A2,,D,Royal Gardens,40 AVE-119 ST,53.47846112,-113.5376293,2.35,17.0d 06:00:00,17.0d 14:45:00,1,neighbourhood,A2,1,2479_2,17
