Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,priority,Level,raw-id,day
32_0_B1,,D,Terwilleger TOWNE,BTWN 2335 & 2339 TAYLOR CLOSE,53.45142933,-113.57581770000002,0.0013888888888888746,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,32_0,
38_0_B1,,D,Duggan,34A AVE-109A ST,53.46709856,-113.5123688,0.026527777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,38_0,
47_0_B1,,D,Ogilvie Ridge,#266 OMAND DRIVE,53.46503964,-113.5639002,0.004027777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,47_0,
50_0_B1,,D,Ogilvie Ridge,#244 OMAND DRIVE,53.46645287,-113.56674140000001,0.008611111111111123,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,50_0,
53_0_B1,,D,Falconer Heights,FALCONER ROAD-#1003-#1065,53.46715388,-113.5885531,0.0005555555555555417,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,53_0,
54_0_B1,,D,Henderson,#529Hefferman Dr.- #1014Heaver Bay- #1214HEWGILL Place -#1113 Henson Close,53.47257764,-113.599631,0.015416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,54_0,
73_0_B1,,D,Twin Brooks,10A AVE-112A ST,53.44092299,-113.5226604,0.005138888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,73_0,
74_0_B1,,D,Twin Brooks,112 ST-09-10A AVE,53.43983641,-113.52050829999999,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,74_0,
93_0_B1,,D,Terwilleger TOWNE,1053 Tory Road,53.45191419,-113.5734249,0.009305555555555543,8.0d 06:00:00,8.0d 14:45:00,1.0,neighbourhood,1.0,B1,93_0,8.0
97_0_B1,,D,Rhatigan Ridge,Rehwinkle Road - from 3368 to #364 Rehwinkle Close,53.47191218,-113.58257520000001,0.002361111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,97_0,
102_0_B1,,D,Terwilleger TOWNE,1960 TOMLINSON SQUARE,53.45203263,-113.58554409999999,0.02347222222222221,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,102_0,
105_0_B1,,D,Sweet Grass,33A AVE-116-117 ST,53.46691025,-113.5344493,0.0062499999999999995,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,105_0,
110_0_B1,,D,Rutherford,#1717 Robertson Place to #1846 Robertson Crescent,53.42017533,-113.5321705,0.006111111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,110_0,
119_0_B1,,D,Ogilvie Ridge,#439 OSBORNE CRESCENT,53.46540512,-113.56230819999999,0.0033333333333333335,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,119_0,
120_0_B1,,D,Ogilvie Ridge,#228 OCKENDEN PLACE,53.46238889999999,-113.56486090000001,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,120_0,
121_0_B1,,D,Rhatigan Ridge,521 REID CLOSE TO 619 REVELL WYND,53.47144703,-113.59092439999999,0.004166666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,121_0,
134_0_B1,,D,Westbrook Estate,#24 WESTBROOK DRIVE,53.46366625,-113.5450078,0.004583333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,134_0,
135_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-124 ST,53.46258265,-113.5420315,0.011250000000000001,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,135_0,
136_0_B1,,D,Hodgson,#1719 Hodgson Place to #1240 Hollands Close,53.45468813,-113.55754640000002,0.0013888888888888746,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,136_0,
137_0_B1,,D,Hodgson,#1815 Holman Cres. to #1516 Hodgson Close,53.45632971,-113.5610487,0.0038888888888888753,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,137_0,
138_0_B1,,D,Hodgson,#2040 & #2044 Hilliard Place,53.45802656,-113.5603199,0.0020833333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,138_0,
152_0_B1,,D,MacEwan,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,53.42490752,-113.5327273,0.029722222222222205,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,152_0,4.0
160_0_B1,,D,Bulyea Heights,#329 BUCHANAN WAY,53.46848051,-113.57867350000001,0.0018055555555555418,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,160_0,
178_0_B1,,D,Aspen Gardens,39 AVE-ASPEN DRIVE WEST,53.47384301,-113.55164380000001,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,178_0,
183_0_B1,,D,Henderson,Nxt to #361 Hedley Way to #329 Hedley Way,53.46337868,-113.60282140000001,0.02263888888888887,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,183_0,
188_0_B1,,D,Ogilvie Ridge,108 Ower Place-230 Ockenden Place-Power Line,53.46220918,-113.5656414,0.005416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,188_0,
194_0_B1,,D,Falconer Heights,FALCONER Road- # 1401 FALCONER ROAD,53.46839614,-113.59126429999999,0.038055555555555544,0.0d 06:00:00,0.0d 14:45:00,1.0,neighbourhood,1.0,B1,194_0,0.0
195_0_B1,,D,Falconer Heights,#219 Ferguson Place to #312 FERRIS WAY,53.46538185,-113.58588190000002,0.003472222222222208,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,195_0,
196_0_B1,,D,Falconer Heights,1117 FALCONER DR TO 221 FALCONER LINK,53.46430204,-113.5902915,0.004027777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,196_0,
198_0_B1,,D,Rutherford,Btw. #1165 & #1166 Rutherford Close,53.42434954,-113.53364840000002,0.0018055555555555418,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,198_0,
208_0_B1,,D,Leger,#1003 Leger Boulevard & Rabbit Hill Road,53.4595878,-113.5675726,0.050138888888888754,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,208_0,4.0
209_0_B1,,D,Leger,Rabbit Hill Road: TransAlta - Sobeys,53.4595287,-113.56693529999998,0.002361111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,209_0,
215_0_B1,,D,Bulyea Heights,#532 BUCHANAN ROAD,53.46814891,-113.57721310000001,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,215_0,
222_0_B1,,D,Blackmud Creek,#140 Ball Cove - #373 Byrne Court,53.42415026,-113.50669309999999,0.0038888888888888753,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,222_0,
224_0_B1,,D,Ogilvie Ridge,#175 OSLAND DRIVE,53.46212668,-113.5552896,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,224_0,
225_0_B1,,D,Ogilvie Ridge,#332 OSLAND PLACE,53.46236321,-113.5575748,0.003055555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,225_0,
230_0_B1,,D,Twin Brooks,#621 TWIN BROOKS BEND,53.44934292,-113.53448929999999,0.00375,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,230_0,
254_0_B1,,D,Ogilvie Ridge,#227 OSLAND CLOSE,53.46240108,-113.55604209999998,0.004583333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,254_0,
257_0_B1,,D,Carter Crest,115 Cormack Crescent,53.46285063,-113.5696253,0.0015277777777777917,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,257_0,
260_0_B1,,D,Ogilvie Ridge,#235 OCKENDEN PLACE,53.46308305,-113.5650095,0.0008333333333333334,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,260_0,
315_0_B1,,D,Twin Brooks,#116-TWIN BROOKS COVE,53.44083244,-113.5338155,0.010833333333333334,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,315_0,
316_0_B1,,D,Falconer Heights,Btw. #820 & #824 FORBES CLOSE,53.47059732,-113.5928699,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,316_0,
336_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48307766,-113.58590120000001,0.044444444444444585,3.0d 06:00:00,3.0d 14:45:00,1.0,neighbourhood,1.0,B1,336_0,3.0
355_0_B1,,D,Twin Brooks,11332-09 AVE,53.43893039,-113.5263314,0.005555555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,355_0,
356_0_B1,,D,Ermineskin,29A AVE-104 ST,53.46059016,-113.4965017,0.015416666666666667,6.0d 06:00:00,6.0d 14:45:00,1.0,neighbourhood,1.0,B1,356_0,6.0
361_0_B1,,D,Twin Brooks,11513-10 AVE,53.44016414,-113.53188,0.00125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,361_0,
368_0_B1,,D,Rhatigan Ridge,#79 REHWINKLE ROAD,53.47134206,-113.5846554,0.008472222222222209,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,368_0,
380_0_B1,,D,Twin Brooks,9A AVE/115ST,53.43931923,-113.53029540000001,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,380_0,
388_0_B1,,D,Leger,521 Lougheed Court - 1463 Loewen Court,53.45773177,-113.56996969999999,0.00375,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,388_0,
391_0_B1,,D,Blackmud Creek,Between #1128 & #1134 Barnes Way,53.42228606,-113.5132862,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,391_0,
412_0_B1,,D,Lansdowne,52A AVE-124A ST,53.49022116,-113.5499831,0.009861111111111124,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,412_0,
414_0_B1,,D,Royal Gardens,43 AVE-115A ST,53.48047051,-113.53072220000001,0.007638888888888876,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,414_0,
417_0_B1,,D,Leger,Leger Way -(#813 to #817) Lawrence Court to Leger Blv.,53.46061429999999,-113.5758159,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,417_0,
432_0_B1,,D,Ermineskin,25A AVE-106A ST,53.45752248,-113.50235829999998,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,432_0,
464_0_B1,,D,Twin Brooks,#1321 - 119B St,53.4462491,-113.54256000000001,0.03611111111111113,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,464_0,
465_0_B1,,D,Royal Gardens,NORTH OF 44A AVE-114-122 ST,53.48280224,-113.5327217,0.12513888888888877,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,465_0,
487_0_B1,,D,Haddow,1808 Haswell Way,53.45113302,-113.5995119,0.021111111111111126,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,487_0,4.0
512_0_B1,,D,Rideau Park,106 ST-40 AVE-WHITEMUD DRIVE,53.47711035,-113.5043452,0.019027777777777796,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,512_0,
527_0_B1,,D,Sweet Grass,34 AVE-114 ST,53.46672862,-113.5288315,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,527_0,
529_0_B1,,D,Greenfield,37 AVE-117 ST,53.467689799999995,-113.5293848,0.0036111111111111257,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,529_0,
530_0_B1,,D,Greenfield,34-35 AVE W OF 114 ST,53.467867000000005,-113.53485049999999,0.007361111111111124,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,530_0,
536_0_B1,,D,Richford,9 Ave. - 110 St to 107 St.,53.42521698,-113.50902749999999,0.05888888888888876,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,536_0,4.0
539_0_B1,,D,Ramsey Heights,40 AVE-RIVERBEND ROAD,53.47841391,-113.58253959999999,0.0027777777777777918,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,539_0,
557_0_B1,,D,Bearspaw,beside #924-108 ST,53.44043713,-113.5038836,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,557_0,
559_0_B1,,D,Ramsey Heights,43 AVE-147A ST,53.47916891,-113.57608119999999,0.027083333333333334,3.0d 06:00:00,3.0d 14:45:00,1.0,neighbourhood,1.0,B1,559_0,3.0
562_0_B1,,D,Ramsey Heights,45 AVE-147 ST,53.48327856,-113.57368059999999,0.005416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,562_0,
563_0_B1,,D,Ramsey Heights,44-45 AVE-148 ST,53.48233389,-113.5777663,0.0062499999999999995,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,563_0,
564_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48160024,-113.5860969,0.006805555555555541,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,564_0,
565_0_B1,,D,MacEwan,Btw. #3973-3969 McMullen Green,53.42651738,-113.5202784,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,565_0,
571_0_B1,,D,Haddow,1572 Hector Road,53.45870501,-113.6051601,0.018333333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,571_0,
602_0_B1,,D,Duggan,38A AVE-108A ST,53.47392437,-113.51280420000002,0.010138888888888876,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,602_0,
603_0_B1,,D,Rideau Park,40 AVE 106 - 111 ST,53.47212387,-113.50446389999999,0.023749999999999997,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,603_0,
604_0_B1,,D,Duggan,36A AVE-105 ST,53.471220200000005,-113.5001519,0.0033333333333333335,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,604_0,
605_0_B1,,D,Duggan,36A AVE-109A ST,53.47097272,-113.5127803,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,605_0,
607_0_B1,,D,Terwilleger TOWNE,Town Center Blvd/23 Ave to Tomlinson Way,53.4522277,-113.58048500000001,0.015972222222222204,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,607_0,
618_0_B1,,D,Ermineskin,27A-28 AVE-104 ST,53.45880153,-113.49559540000001,0.00375,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,618_0,
619_0_B1,,D,Leger,328 Livingston Court - 955 Lamb Crescent,53.45768479,-113.5682626,0.0027777777777777918,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,619_0,
620_0_B1,,D,Leger,Between 1450 & 1452 Loewen Court,53.45726301,-113.57175409999999,0.0018055555555555418,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,620_0,
622_0_B1,,D,Leger,971 Lamb Crescent - 1449 Loewen Court,53.45721917,-113.5692037,0.004444444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,622_0,
625_0_B1,,D,Terwilleger TOWNE,Tory Road S. side - S. of Todd Link to Thomson Place,53.448309200000004,-113.56869909999999,0.00722222222222221,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,625_0,
649_0_B1,,D,Empire Park,111 ST: WHITEMUD DRIVE to 51 AVE,53.48532079,-113.51767269999999,0.2222222222222221,9.0d 06:00:00,9.0d 14:45:00,1.0,neighbourhood,1.0,B1,649_0,9.0
653_0_B1,,D,Bulyea Heights,Butterworth Dr. - #448 Butchart Dr to #20 Butterworth Point,53.47857729999999,-113.5604946,0.03194444444444446,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,653_0,
665_0_B1,,D,South Edmonton Common,E/S GATEWAY BLVD: 19 AVE - 15 AVE,53.444490589,-113.49219465600001,0.021111111111111126,9.0d 06:00:00,9.0d 14:45:00,1.0,roadway,1.0,B1,665_0,9.0
667_0_B1,,D,Rutherford,#1235 RUTHERFORD RD - #1642 Robertson Close,53.42185194,-113.52935690000001,0.0011111111111111252,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,667_0,
674_0_B1,,D,Keheewin,North of houses 23 Ave & 104 St (access from undeveloped),53.45380976,-113.49978329999999,0.13888888888888876,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,674_0,
685_0_B1,,D,Parkallen,62 AVE-109A ST,53.49938942,-113.51345740000001,0.005416666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,685_0,
690_0_B1,,D,Windsor Park,93 AVE-118 ST,53.52927571,-113.5347376,0.035833333333333335,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,690_0,
691_0_B1,,D,Windsor Park,89 AVE-118 ST,53.52514221,-113.53594950000002,0.04305555555555542,6.0d 06:00:00,6.0d 14:45:00,1.0,neighbourhood,1.0,B1,691_0,6.0
695_0_B1,,D,Twin Brooks,11 AVE-112 ST,53.44146169,-113.52001059999999,0.004305555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,695_0,
699_0_B1,,D,Sweet Grass,32A AVE-118 ST,53.46551089,-113.5367304,0.05569444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,699_0,
718_0_B1,,D,Parkallen,111 ST-65-66 AVE,53.50285263,-113.5165057,0.008611111111111123,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,718_0,
719_0_B1,,D,Parkallen,70 AVE-111A ST,53.50634093,-113.51835109999999,0.004722222222222208,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,719_0,
721_0_B1,,D,Parkallen,68 AVE: 110 - 111 ST,53.504839399999994,-113.51576299999999,0.006111111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,721_0,
744_0_B1,,D,Twin Brooks,#829 Twin Brooks Close,53.44692679,-113.5408466,0.0022222222222222083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,744_0,
747_0_B1,,D,Terwilleger TOWNE,BTW. #2516 & #2520 Taylor Cove,53.44958738,-113.57644979999999,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,747_0,
752_0_B1,,D,Parkallen,63 AVE-109A ST,53.49984532,-113.51366110000001,0.015277777777777795,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,752_0,
761_0_B1,,D,Terwilleger South,Rabbit Hill Road - #7005 South Terwilleger Drive,53.43804279,-113.5716399,0.041666666666666664,8.0d 06:00:00,8.0d 14:45:00,1.0,neighbourhood,1.0,B1,761_0,8.0
764_0_B1,,D,Rutherford,Robertson Way South of Rutherford Road - North of Robertson Place,53.42187192,-113.5308922,0.005,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,764_0,
769_0_B1,,D,Blackburne,W. OF BLACKMUD CREEK-BLACKBURNE DR. W,53.42995528,-113.51260249999999,0.005277777777777791,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,769_0,
791_0_B1,,D,Greenfield,35 AVE-113 ST,53.46791503,-113.5234824,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,791_0,
792_0_B1,,D,Greenfield,35 AVE-119 ST,53.47190747,-113.5323027,0.0033333333333333335,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,792_0,
807_0_B1,,D,Belgravia,behind 140 Sask. Dr. Souith,53.50627725,-113.53650549999999,0.0020833333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,807_0,
813_0_B1,,D,Ogilvie Ridge,Behind Clock Tower to Omand Drive & To Ogilvie Blvd.,53.46592525,-113.56589840000002,0.002638888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,813_0,
814_0_B1,,D,Royal Gardens,43 AVE:111 - 122 ST,53.47994354,-113.52902320000001,0.08750000000000001,0.0d 06:00:00,0.0d 14:45:00,1.0,neighbourhood,1.0,B1,814_0,0.0
821_0_B1,,D,Royal Gardens,43 AVE-117A ST,53.48126055,-113.53599309999998,0.015,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,821_0,
822_0_B1,,D,Twin Brooks,8 ave. - 118A St.,53.43670696,-113.5383577,0.002361111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,822_0,
823_0_B1,,D,Twin Brooks,9 AVE-118A ST,53.43827893,-113.5383332,0.004305555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,823_0,
861_0_B1,,D,Twin Brooks,TWIN BROOKS BAY: 115 - 116 ST & 116 ST-11 AVE,53.44216316,-113.5329408,0.12277777777777792,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,861_0,
882_0_B1,,D,Carter Crest,Terwillegar Drive - 156 St,53.46162335,-113.5889866,0.004444444444444458,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,882_0,
886_0_B1,,D,Blackmud Creek,910 Blackmud Creek Crescent,53.41970377,-113.50991599999999,0.0020833333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,886_0,
897_0_B1,,D,Greenfield,39A AVE-111B ST,53.47438396,-113.52003909999998,0.001944444444444458,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,897_0,
898_0_B1,,D,Greenfield,40 AVE-111B ST,53.47547724,-113.5201007,0.0011111111111111252,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,898_0,
909_0_B1,,D,Carter Crest,203 Carmichael CL-#1160 to #1074 Carter Crest Rd.,53.46483969,-113.5767544,0.008333333333333333,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,909_0,4.0
929_0_B1,,D,Blackburne,ACROSS FROM #204 BLACKBURNE DRIVE EAST,53.42888437,-113.4955783,0.004722222222222208,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,929_0,
930_0_B1,,D,Brander Gardens,66 AVE-145A-151 ST,53.49932034,-113.5778442,0.04513888888888875,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,930_0,
931_0_B1,,D,Twin Brooks,#920 - 119 St to Power Line,53.43810876,-113.54185290000001,0.012222222222222209,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,931_0,
934_0_B1,,D,Terwilleger South,Btw. #7404 & 7403 Singer Landing,53.43901847,-113.5667779,0.002361111111111125,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,934_0,
935_0_B1,,D,Haddow,#1421 Haswell Place to #2603 Hanna Crescent,53.45019473,-113.5963006,0.004305555555555542,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,935_0,
938_0_B1,,D,Bulyea Heights,722/726 BUTTERWORTH DRIVE,53.47677191,-113.56253159999999,0.0036111111111111257,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,938_0,
948_0_B1,,D,Windermere North,103 Windermere Dr. - Windermere Blv.,53.44028845,-113.63030619999999,0.20138888888888876,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,948_0,
950_0_B1,,D,Ogilvie Ridge,OGILVIE BLVD-OMAND DRIVE,53.46343815,-113.56308659999999,0.0825,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,950_0,4.0
952_0_B1,,D,Greenfield,35 AVE-117A ST,53.47065967,-113.5321777,0.0020833333333333333,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,952_0,
970_0_B1,,D,Twin Brooks,"11 AVE/118 ST (50"" mower)",53.44154273,-113.53984209999999,0.0027777777777777918,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,970_0,
974_0_B1,,D,Falconer Heights,156 ST: POWER LINE - FALCONER RD,53.46250399,-113.590147,0.007361111111111124,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,974_0,
982_0_B1,,D,Ogilvie Ridge,Rabbit Hill road to behind #229 Ockenden Placee,53.46164111,-113.56661799999999,0.013333333333333334,3.0d 06:00:00,3.0d 14:45:00,1.0,neighbourhood,1.0,B1,982_0,3.0
984_0_B1,,D,Ramsey Heights,40 AVE-53 AVE,53.48343497,-113.57911100000001,0.08111111111111124,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,984_0,
997_0_B1,,D,Keheewin,BEARSPAW DRIVE WEST/16-19 AVE,53.44762469,-113.51256409999998,0.005,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,997_0,
1003_0_B1,,D,Haddow,1503 HASWELL CLOSE,53.45033688,-113.5981467,0.015972222222222204,4.0d 06:00:00,4.0d 14:45:00,1.0,neighbourhood,1.0,B1,1003_0,4.0
1008_0_B1,,D,Twin Brooks,12 AVE: 111 - 110A ST(Running Creek Road),53.44261089999999,-113.51625370000001,0.00375,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1008_0,
1016_0_B1,,D,Rideau Park,South side - CPR TRACKS - 111 ST,53.481138124,-113.50743724899999,0.08055555555555542,9.0d 06:00:00,9.0d 14:45:00,1.0,roadway,1.0,B1,1016_0,9.0
1022_0_B1,,D,Garneau,90 AVE-110 ST,53.52588522,-113.5158166,0.012499999999999999,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1022_0,
1031_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-132 ST,53.46971452,-113.5573051,0.006666666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1031_0,
1042_0_B1,,D,MacEwan,from #484 MacEwan Road to #2733 Miles Place,53.42625235,-113.5373578,0.02138888888888887,5.0d 06:00:00,5.0d 14:45:00,1.0,neighbourhood,1.0,B1,1042_0,5.0
1072_0_B1,,D,Lendrum Place,51 AVE 111ST - 122 ST,53.48827938,-113.5304618,0.06666666666666667,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1072_0,
1073_0_B1,,D,Hodgson,#647 Hodgson Rd. to #2014 Hilliard Place,53.45786813,-113.56277299999999,0.0025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood,10.0,B1,1073_0,
1095_0_B1,,D,Calgary Trail North,South side - CPR TRACKS - Gateway Blvd South,53.480068929,-113.494374941,0.012083333333333333,9.0d 06:00:00,9.0d 14:45:00,1.0,roadway,1.0,B1,1095_0,9.0
1096_0_B1,,D,Calgary Trail South,North side - CPR TRACKS - Gateway Blvd south,53.480765766000005,-113.494064577,0.017222222222222205,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,1096_0,
1099_0_B1,,D,Hodgson,Rabbit Hill Rd. - Hodgson Blv. To 23 Ave.,53.45723076,-113.5654385,0.022500000000000003,0d 06:00:00,9d 14:45:00,1.0,roadway,10.0,B1,1099_0,
