Id,Level,address,cluster,day,start-time,end-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration-3,type,service-duration
3393.0_0_B1,B1,81 ST-BTWN-95-96 AVE,,,0d 06:00:00,9d 14:45:00,,53.53302012,-113.4536954,HOLYROOD,10,1,3393.0_0,neighbourhood,0.0188888889,D,0.0141666667
3395.0_0_B1,B1,83 ST - 93A AVE,,,0d 06:00:00,9d 14:45:00,,53.5290003,-113.4546917,HOLYROOD,10,1,3395.0_0,neighbourhood,0.0401388889,D,0.0301041667
3399.0_0_B1,B1,EAST SIDE 66 ST BTWN 10 AVE-MILLWOODS R,,9,9d 06:00:00,9d 14:45:00,,53.44216099,-113.4385006,SAKAW,10,1,3399.0_0,roadway,0.1301388889,D,0.0976041667
3400.0_0_B1,B1,19A AVE-57 ST/Millwoods road -56-62 ST,,0,0d 06:00:00,0d 14:45:00,,53.44818909,-113.4285355,MEYOKUMIN,10,1,3400.0_0,neighbourhood,0.1047222222,D,0.0785416667
3405.0_0_B1,B1,E/S 91 ST: 6 AVE SW - ELLERSLIE RD,,,0d 06:00:00,9d 14:45:00,,53.4259758,-113.4733898,ELLERSLIE,10,1,3405.0_0,roadway,0.0175,D,0.013125
3411.0_0_B1,B1,81 ST-93 AVE,,,0d 06:00:00,9d 14:45:00,,53.52784101,-113.4509571,HOLYROOD,10,1,3411.0_0,neighbourhood,0.0215277778,D,0.0161458334
3416.0_0_B1,B1,E/S & C 66 ST: MILLWOODS RD S - 23 AVE,,2,2d 06:00:00,2d 14:45:00,,53.44906998,-113.4354028,MEYOKUMIN,1,1,3416.0_0,roadway,0.0952777778,D,0.0714583334
3432.0_0_B1,B1,EAST SIDE/C 50 ST-BTWN 40 AVE-WHITEMUD,,9,9d 06:00:00,9d 14:45:00,,53.48054226,-113.417776,MILL WOODS GOLF COURSE,10,1,3432.0_0,roadway,0.1388888889,D,0.1041666667
3434_0_0_B1,B1,319 - 83 St SW,,,6d 06:00:00,6d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,0.0664930556,D,0.0498697917
3434_1_0_B1,B1,319 - 83 St SW,,,6d 06:00:00,6d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,0.0664930556,D,0.0498697917
3434_2_0_B1,B1,319 - 83 St SW,,,6d 06:00:00,6d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,0.0664930556,D,0.0498697917
3434_3_0_B1,B1,319 - 83 St SW,,,6d 06:00:00,6d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,0.0664930556,D,0.0498697917
3449.0_0_B1,B1,76 AVE: 50 ST - 67 ST,,,0d 06:00:00,9d 14:45:00,,53.51232586,-113.423471,DAVIES INDUSTRIAL EAST,10,1,3449.0_0,roadway,0.0827777778,D,0.0620833334
3455.0_0_B1,B1,EAST SIDE/WS MILLWOODS RD E BTWN 34 & 3,,,0d 06:00:00,9d 14:45:00,,53.46615353,-113.407974,MINCHAU,10,1,3455.0_0,roadway,0.0608333333,D,0.045625
10151.0_0_B1,B1,OVERPASS MEDIAN 23 AVE: 103 ST - PARSONS ROAD,,,0d 06:00:00,9d 14:45:00,,53.45383076,-113.4888193,PARSONS INDUSTRIAL,10,1,10151.0_0,roadway,0.0230555556,D,0.0172916667
3472.0_0_B1,B1,WEST SIDE 66 ST BTWN 10 AVE-MILLWOODS,,9,9d 06:00:00,9d 14:45:00,,53.44073551,-113.4401323,ANTHONY HENDAY SOUTHEAST,10,1,3472.0_0,roadway,0.0194444444,D,0.0145833333
3477.0_0_B1,B1,N/S Millwoods RD S 80-66 ST,,,0d 06:00:00,9d 14:45:00,,53.44635723,-113.4386971,EKOTA,10,1,3477.0_0,roadway,0.0590277778,D,0.0442708334
3487.0_0_B1,B1,82 ST & 93A AVE,,,0d 06:00:00,9d 14:45:00,,53.52895628,-113.4519724,HOLYROOD,10,1,3487.0_0,neighbourhood,0.0091666667,D,0.006875
3492.0_0_B1,B1,N/S 23 AVE: 38 ST - 34 ST,,2,2d 06:00:00,2d 14:45:00,,53.45401563,-113.3968153,BISSET,1,1,3492.0_0,roadway,0.0266666667,D,0.02
3503_0_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,2d 06:00:00,2d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,0.0569444444,D,0.0427083333
3503_1_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,2d 06:00:00,2d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,0.0569444444,D,0.0427083333
3503_2_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,2d 06:00:00,2d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,0.0569444444,D,0.0427083333
3506.0_0_B1,B1,71 ST-92A AVE,,,0d 06:00:00,9d 14:45:00,,53.52740586,-113.4362802,OTTEWELL,10,1,3506.0_0,neighbourhood,0.0416666667,D,0.03125
3517.0_0_B1,B1,SOUTH SIDE 34 AVE-BTWN-MILLWOODS RD E-34 St,,9,9d 06:00:00,9d 14:45:00,,53.46363994,-113.4001809,BISSET,10,1,3517.0_0,roadway,0.0402777778,D,0.0302083334
3526.0_0_B1,B1,WEST SIDE MILLWOODS RD E. BTWN SCHOO,,,0d 06:00:00,9d 14:45:00,,53.45238007,-113.4092015,POLLARD MEADOWS,10,1,3526.0_0,roadway,0.1341666667,D,0.100625
3532.0_0_B1,B1,W/S 50 ST BETWEEN 13 AVE & MILLWOODS RD S,,,0d 06:00:00,9d 14:45:00,,53.4442439,-113.4194092,SAKAW,10,1,3532.0_0,roadway,0.0456944444,D,0.0342708333
3542.0_0_B1,B1,WS 66 ST: 34 AVE - 38 AVE,,2,2d 06:00:00,2d 14:45:00,,53.46988496,-113.438231,LEE RIDGE,1,1,3542.0_0,roadway,0.1077777778,D,0.0808333334
3554.0_0_B1,B1,23 AVE: PARSONS ROAD - 91 ST,,,0d 06:00:00,9d 14:45:00,,53.45203938,-113.4729644,PARSONS INDUSTRIAL,10,1,3554.0_0,roadway,0.0922222222,D,0.0691666667
3559_0_0_B1,B1,38 ST-BTWN 38-41 AVE,,,6d 06:00:00,6d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,0.0637962963,D,0.0478472222
3559_1_0_B1,B1,38 ST-BTWN 38-41 AVE,,,6d 06:00:00,6d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,0.0637962963,D,0.0478472222
3559_2_0_B1,B1,38 ST-BTWN 38-41 AVE,,,6d 06:00:00,6d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,0.0637962963,D,0.0478472222
3561.0_0_B1,B1,81 ST-BTWN-96-97 AVE,,,0d 06:00:00,9d 14:45:00,,53.53510922,-113.4516118,HOLYROOD,10,1,3561.0_0,neighbourhood,0.0638888889,D,0.0479166667
3596.0_0_B1,B1,WS/C 91 ST BTWM 39 AVE & WHITEMUD DRIVE,,9,9d 06:00:00,9d 14:45:00,,53.47761346,-113.4671558,STRATHCONA INDUSTRIAL PARK,10,1,3596.0_0,roadway,0.0659722222,D,0.0494791667
3611.0_0_B1,B1,98-101 AVE-64-67 ST,,4,4d 06:00:00,4d 14:45:00,,53.53949827,-113.4305311,TERRACE HEIGHTS,1,1,3611.0_0,neighbourhood,0.0833333333,D,0.0625
3618.0_0_B1,B1,95 AVE-90 ST,,0,0d 06:00:00,0d 14:45:00,,53.53239598,-113.4645996,STRATHEARN,10,1,3618.0_0,neighbourhood,0.0195833333,D,0.0146875
3635.0_0_B1,B1,NE CORNER OF 50 ST-40 AVE,,,0d 06:00:00,9d 14:45:00,,53.47641988,-113.4156548,JACKSON HEIGHTS,10,1,3635.0_0,neighbourhood,0.0193055556,D,0.0144791667
3636.0_0_B1,B1,BTWN 48 & 50 ST ALONG RAVINE,,,0d 06:00:00,9d 14:45:00,,53.47821016,-113.4162094,JACKSON HEIGHTS,10,1,3636.0_0,neighbourhood,0.0193055556,D,0.0144791667
3640.0_0_B1,B1,NORTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,0d 06:00:00,9d 14:45:00,,53.46996437,-113.4130383,MINCHAU,10,1,3640.0_0,roadway,0.0208333333,D,0.015625
3646_0_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,6d 06:00:00,6d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,0.0575925926,D,0.0431944445
3646_1_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,6d 06:00:00,6d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,0.0575925926,D,0.0431944445
3646_2_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,6d 06:00:00,6d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,0.0575925926,D,0.0431944445
3647.0_0_B1,B1,55 ST-BTWN 28 AVE-25 AVE,,5,5d 06:00:00,5d 14:45:00,,53.45759036,-113.4246402,MILL WOODS TOWN CENTRE,1,1,3647.0_0,neighbourhood,0.07375,D,0.0553125
3653.0_0_B1,B1,SOUTH SIDE 38 AVE-BTWN KAASA RD E-WW A,,,0d 06:00:00,9d 14:45:00,,53.47276949,-113.3957114,KINISKI GARDENS,10,1,3653.0_0,roadway,0.0225,D,0.016875
3661.0_0_B1,B1,W/S 44 ST: KULAWY DR N - KULAWY GATE,,,0d 06:00:00,9d 14:45:00,,53.47609582,-113.4074291,KINISKI GARDENS,10,1,3661.0_0,neighbourhood,0.0259722222,D,0.0194791667
3666.0_0_B1,B1,North of Edwards Drive SW & East of 91 St SW,,3,3d 06:00:00,3d 14:45:00,,53.43105561,-113.4669521,ELLERSLIE,1,1,3666.0_0,neighbourhood,0.0180555556,D,0.0135416667
3667.0_0_B1,B1,East of 88 St SW & South of 6 Ave SW,,3,3d 06:00:00,3d 14:45:00,,53.42618572,-113.466953,ELLERSLIE,1,1,3667.0_0,neighbourhood,0.0127777778,D,0.0095833334
3674.0_0_B1,B1,40 AVE-50 ST,,,0d 06:00:00,9d 14:45:00,,53.47511957,-113.4147414,MINCHAU,10,1,3674.0_0,neighbourhood,0.1122222222,D,0.0841666667
3687.0_0_B1,B1,NORTH SIDE 34 AVE-66-50 ST,,,0d 06:00:00,9d 14:45:00,,53.46555259,-113.4282364,HILLVIEW,10,1,3687.0_0,roadway,0.0916666667,D,0.06875
3692.0_0_B1,B1,W/S 91 ST: 51 - 61 AVE,,,0d 06:00:00,9d 14:45:00,,53.49557322,-113.4675715,CORONET INDUSTRIAL,10,1,3692.0_0,roadway,0.0418055556,D,0.0313541667
3693.0_0_B1,B1,NORTH SIDE MILLWOODS RD S BTWN 50-46 S,,,0d 06:00:00,9d 14:45:00,,53.44525572,-113.4146298,POLLARD MEADOWS,10,1,3693.0_0,roadway,0.0563888889,D,0.0422916667
3705.0_0_B1,B1,Ellerslie Road & 91 St SW,,4,4d 06:00:00,4d 14:45:00,,53.42400853,-113.4711774,SUMMERSIDE,1,1,3705.0_0,neighbourhood,0.0745833333,D,0.0559375
3706.0_0_B1,B1,S/S Ellerslie Road: Parsons Rd - 91 St,,9,9d 06:00:00,9d 14:45:00,,53.424915,-113.4765264,ELLERSLIE INDUSTRIAL,10,1,3706.0_0,roadway,0.0225,D,0.016875
3707.0_0_B1,B1,S/S Ellerslie Road: 91 St - 78 St,,9,9d 06:00:00,9d 14:45:00,,53.42474573,-113.4597029,SUMMERSIDE,10,1,3707.0_0,roadway,0.1026388889,D,0.0769791667
3710.0_0_B1,B1,75 ST N OF ELLERSLIE ROAD,,,0d 06:00:00,9d 14:45:00,,53.42628752,-113.4509929,ELLERSLIE,10,1,3710.0_0,neighbourhood,0.0127777778,D,0.0095833334
3730.0_0_B1,B1,S/S 38 AVE: KALFMAN WAY - KAASA RD EAST,,,0d 06:00:00,9d 14:45:00,,53.47264669,-113.3993134,KINISKI GARDENS,10,1,3730.0_0,roadway,0.0091666667,D,0.006875
3734.0_0_B1,B1,SOUTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,0d 06:00:00,9d 14:45:00,,53.46972731,-113.4128861,MINCHAU,10,1,3734.0_0,roadway,0.02625,D,0.0196875
3751.0_0_B1,B1,37 ST - 25 AVE,,,0d 06:00:00,9d 14:45:00,,53.45563871,-113.396725,BISSET,10,1,3751.0_0,neighbourhood,0.0595833333,D,0.0446875
3767_0_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,5d 06:00:00,6d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,0.0645833333,D,0.0484375
3767_1_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,5d 06:00:00,6d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,0.0645833333,D,0.0484375
3767_2_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,5d 06:00:00,6d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,0.0645833333,D,0.0484375
3767_3_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,5d 06:00:00,6d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,0.0645833333,D,0.0484375
3780.0_0_B1,B1,WEST SIDE 66 ST BTWN 38 AVE-WHITEMUD D,,9,9d 06:00:00,9d 14:45:00,,53.47769273,-113.4412082,MICHAELS PARK,10,1,3780.0_0,roadway,0.1030555556,D,0.0772916667
3800.0_0_B1,B1,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,,,0d 06:00:00,9d 14:45:00,,53.41708962,-113.4669839,SUMMERSIDE,10,1,3800.0_0,neighbourhood,0.1019444444,D,0.0764583333
3820.0_0_B1,B1,38 AVE & 17 ST,,0,0d 06:00:00,0d 14:45:00,,53.47633057,-113.3704977,WILD ROSE,10,1,3820.0_0,neighbourhood,0.1513888889,D,0.1135416667
3829.0_0_B1,B1,EAST SIDE MILLWOODS RD E. BTWN 17-20 AV,,,0d 06:00:00,9d 14:45:00,,53.44864509,-113.4054258,DALY GROVE,10,1,3829.0_0,roadway,0.0386111111,D,0.0289583333
3846.0_0_B1,B1,BTWN MILLBOURNE RD E-66 ST,,3,5d 06:00:00,6d 14:45:00,,53.47997797,-113.4441735,MICHAELS PARK,1,1,3846.0_0,neighbourhood,0.1388888889,D,0.1041666667
3847.0_0_B1,B1,NORTH SIDE 38 AVE BTWN 76-66 ST,,,0d 06:00:00,9d 14:45:00,,53.47437214,-113.4429092,MICHAELS PARK,10,1,3847.0_0,roadway,0.0505555556,D,0.0379166667
3852.0_0_B1,B1,68 AVE: 93 - 97 ST,,,0d 06:00:00,9d 14:45:00,,53.50452452,-113.4780294,HAZELDEAN,10,1,3852.0_0,neighbourhood,0.0916666667,D,0.06875
3859.0_0_B1,B1,NORTH SIDE 38 AVE-BTWN-66-50 ST,,,0d 06:00:00,9d 14:45:00,,53.47277571,-113.4270251,GREENVIEW,10,1,3859.0_0,roadway,0.0581944444,D,0.0436458333
3863.0_0_B1,B1,Silver Berry Road & 28A Ave,,,0d 06:00:00,9d 14:45:00,,53.45818391,-113.3842628,SILVER BERRY,10,1,3863.0_0,neighbourhood,0.0540277778,D,0.0405208334
3883.0_0_B1,B1,E/S & C 66 ST: 28 AVE - 34 AVE,,9,9d 06:00:00,9d 14:45:00,,53.46287218,-113.4348846,TAWA,10,1,3883.0_0,roadway,0.0775,D,0.058125
3896.0_0_B1,B1,S/S 38 AVE: 44 ST - KALFMAN WAY,,,0d 06:00:00,9d 14:45:00,,53.47179703,-113.4023038,KINISKI GARDENS,10,1,3896.0_0,roadway,0.0133333333,D,0.01
3897.0_0_B1,B1,WEST OF 23 ST: 38 AVE - 37A AVE,,7,7d 06:00:00,7d 14:45:00,,53.4739436,-113.3811523,WILD ROSE,1,1,3897.0_0,neighbourhood,0.05,D,0.0375
3907.0_0_B1,B1,W/S & C 34 St: 38 Ave South to Ravine,,2,2d 06:00:00,2d 14:45:00,,53.46893081,-113.3939601,KINISKI GARDENS,1,1,3907.0_0,roadway,0.0329166667,D,0.0246875
3917.0_0_B1,B1,E/S MILLWOODS RD E: 23 AVE - 34 AVE,,,0d 06:00:00,9d 14:45:00,,53.46009893,-113.4071101,BISSET,10,1,3917.0_0,roadway,0.0976388889,D,0.0732291667
3918_0_0_B1,B1,103ST WEST TO 107st,,,5d 06:00:00,6d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,0.0745486111,D,0.0559114583
3918_1_0_B1,B1,103ST WEST TO 107st,,,5d 06:00:00,6d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,0.0745486111,D,0.0559114583
3918_2_0_B1,B1,103ST WEST TO 107st,,,5d 06:00:00,6d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,0.0745486111,D,0.0559114583
3921.0_0_B1,B1,EAST SIDE/C 66 ST: 38 AVE-WHITEMUD DRIVE,,2,2d 06:00:00,2d 14:45:00,,53.47947008,-113.4412674,MILL WOODS GOLF COURSE,1,1,3921.0_0,roadway,0.1486111111,D,0.1114583333
3922.0_0_B1,B1,61 -66 ST & GRANDMEADOW CRESENT (P.P.),,,0d 06:00:00,9d 14:45:00,,53.47631182,-113.4357536,GREENVIEW,10,1,3922.0_0,neighbourhood,0.0847222222,D,0.0635416667
3950.0_0_B1,B1,BTWN-EKOTA-ST CLEMENTS SCHS,,,0d 06:00:00,9d 14:45:00,,53.44662844,-113.4450445,EKOTA,10,1,3950.0_0,neighbourhood,0.0677777778,D,0.0508333334
3951.0_0_B1,B1,W/S 34 ST: WHITEMUD DR - 38 AVE,,8,8d 06:00:00,8d 14:45:00,,53.4802683,-113.3939614,KINISKI GARDENS,1,1,3951.0_0,roadway,0.0377777778,D,0.0283333334
3955.0_0_B1,B1,East of 28 St & South of 37A Ave,,3,5d 06:00:00,6d 14:45:00,,53.46962439,-113.3812609,WILD ROSE,1,1,3955.0_0,neighbourhood,0.0077777778,D,0.0058333334
3956.0_0_B1,B1,74 St & 104 Ave,,,0d 06:00:00,9d 14:45:00,,53.54587179,-113.4417001,TERRACE HEIGHTS,10,1,3956.0_0,neighbourhood,0.0155555556,D,0.0116666667
3957.0_0_B1,B1,E/S & C 75 St: 98 Ave - 101 Ave,,,0d 06:00:00,9d 14:45:00,,53.53913614,-113.4430194,TERRACE HEIGHTS,10,1,3957.0_0,neighbourhood,0.0376388889,D,0.0282291667
3958.0_0_B1,B1,80 ST-S OF 101 AVE,,7,7d 06:00:00,7d 14:45:00,,53.53927859,-113.4508733,FOREST HEIGHTS,1,1,3958.0_0,neighbourhood,0.0481944444,D,0.0361458333
3959.0_0_B1,B1,E/S & C 50 ST: 92 AVE - 101 AVE,,3,5d 06:00:00,6d 14:45:00,,53.53249873,-113.4183825,EASTGATE BUSINESS PARK,1,1,3959.0_0,neighbourhood,0.05,D,0.0375
3974_0_0_B1,B1,17 ST-66 AVE,,6,6d 06:00:00,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,0.0756674383,D,0.0567505787
3974_1_0_B1,B1,17 ST-66 AVE,,6,6d 06:00:00,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,0.0756674383,D,0.0567505787
3974_2_0_B1,B1,17 ST-66 AVE,,6,6d 06:00:00,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,0.0756674383,D,0.0567505787
3977.0_0_B1,B1,WEST SIDE 50 ST BTWN 38-40 AVE,,9,9d 06:00:00,9d 14:45:00,,53.4731319,-113.4160265,GREENVIEW,10,1,3977.0_0,roadway,0.0402777778,D,0.0302083334
3990.0_0_B1,B1,N/S 34 AVE: 50 ST - MILLWOODS RD E,,,0d 06:00:00,9d 14:45:00,,53.46466558,-113.4133456,MINCHAU,10,1,3990.0_0,roadway,0.0844444444,D,0.0633333333
3991.0_0_B1,B1,38 AVE/44 ST DOWN TO 34 ST,,,0d 06:00:00,9d 14:45:00,,53.46820175,-113.399518,KINISKI GARDENS,10,1,3991.0_0,neighbourhood,0.0830555556,D,0.0622916667
3996_0_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,5d 06:00:00,6d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,0.0634722222,D,0.0476041667
3996_1_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,5d 06:00:00,6d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,0.0634722222,D,0.0476041667
3996_2_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,5d 06:00:00,6d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,0.0634722222,D,0.0476041667
4010.0_0_B1,B1,N/S & C 90 AVE: 75 ST - 85 ST,,0,0d 06:00:00,0d 14:45:00,,53.52534617,-113.4499205,IDYLWYLDE,10,1,4010.0_0,neighbourhood,0.0148611111,D,0.0111458333
4011.0_0_B1,B1,67A ST-93A AVE,,,0d 06:00:00,9d 14:45:00,,53.53125177,-113.4270686,OTTEWELL,10,1,4011.0_0,neighbourhood,0.1527777778,D,0.1145833334
4012.0_0_B1,B1,52-54 ST-BTWN-92C-93A AVE,,,0d 06:00:00,9d 14:45:00,,53.53011833,-113.4200985,OTTEWELL,10,1,4012.0_0,neighbourhood,0.0138888889,D,0.0104166667
4013_0_0_B1,B1,67 ST - 6 AVE SW,,,6d 06:00:00,6d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,0.0571296296,D,0.0428472222
4013_1_0_B1,B1,67 ST - 6 AVE SW,,,6d 06:00:00,6d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,0.0571296296,D,0.0428472222
4013_2_0_B1,B1,67 ST - 6 AVE SW,,,6d 06:00:00,6d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,0.0571296296,D,0.0428472222
4034.0_0_B1,B1,EAST SIDE/C 50 ST 38 - 40 AVE,,9,9d 06:00:00,9d 14:45:00,,53.47302522,-113.4155722,MINCHAU,10,1,4034.0_0,roadway,0.0626388889,D,0.0469791667
4035.0_0_B1,B1,79 AVE-87 ST,,0,0d 06:00:00,0d 14:45:00,,53.51411138,-113.4595635,GREENVIEW,10,1,4035.0_0,neighbourhood,0.0552777778,D,0.0414583334
4039.0_0_B1,B1,WEST SIDE 50 ST BTWN 28-34 AVE,,,0d 06:00:00,9d 14:45:00,,53.46305567,-113.4211035,KING EDWARD PARK,10,1,4039.0_0,roadway,0.0948611111,D,0.0711458333
4043.0_0_B1,B1,79 ST-94 AVE,,7,7d 06:00:00,7d 14:45:00,,53.53148454,-113.4508368,PAPASCHASE INDUSTRIAL,1,1,4043.0_0,neighbourhood,0.1305555556,D,0.0979166667
4045.0_0_B1,B1,17 Ave-18A Ave & 48 St-Mill Woods Road East,,,0d 06:00:00,9d 14:45:00,,53.44749477,-113.4080485,OTTEWELL,10,1,4045.0_0,neighbourhood,0.16125,D,0.1209375
4047.0_0_B1,B1,79 -84 ST & 28 - 30 AVE,,,0d 06:00:00,9d 14:45:00,,53.4614612,-113.455742,POLLARD MEADOWS,10,1,4047.0_0,neighbourhood,0.0601388889,D,0.0451041667
4048.0_0_B1,B1,1888 - 37 ST,,7,7d 06:00:00,7d 14:45:00,,53.44873644,-113.4006682,DALY GROVE,1,1,4048.0_0,neighbourhood,0.1203935185,D,0.0902951389
4054.0_0_B1,B1,83 AVE-104 ST,,,0d 06:00:00,9d 14:45:00,,53.51938404,-113.4970781,STRATHCONA,10,1,4054.0_0,neighbourhood,0.0308333333,D,0.023125
4055.0_0_B1,B1,84 AVE-104 ST,,,0d 06:00:00,9d 14:45:00,,53.51979968,-113.4970356,STRATHCONA,10,1,4055.0_0,neighbourhood,0.0091666667,D,0.006875
4067.0_0_B1,B1,14 Ave SW & 82 St SW,,,0d 06:00:00,9d 14:45:00,,53.42083735,-113.45816,SUMMERSIDE,10,1,4067.0_0,neighbourhood,0.0447222222,D,0.0335416667
4075_0_0_B1,B1,W/S 50 ST: 90 AVE - 101 AVE,,,6d 06:00:00,6d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,0.0703703704,D,0.0527777778
4075_1_0_B1,B1,W/S 50 ST: 90 AVE - 101 AVE,,,6d 06:00:00,6d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,0.0703703704,D,0.0527777778
4075_2_0_B1,B1,W/S 50 ST: 90 AVE - 101 AVE,,,6d 06:00:00,6d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,0.0703703704,D,0.0527777778
4081.0_0_B1,B1,SOUTH SIDE&C 23 AVE-BTWN 85 ST-MILLWOO,,9,9d 06:00:00,9d 14:45:00,,53.45243671,-113.4541011,SATOO,10,1,4081.0_0,roadway,0.0816666667,D,0.06125
4082.0_0_B1,B1,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,,,0d 06:00:00,9d 14:45:00,,53.44377569,-113.4187286,CRAWFORD PLAINS,10,1,4082.0_0,roadway,0.0491666667,D,0.036875
4087.0_0_B1,B1,91 ST BTWN 51 & 54 AVE,,9,9d 06:00:00,9d 14:45:00,,53.48984947,-113.4670316,CORONET INDUSTRIAL,10,1,4087.0_0,roadway,0.0358333333,D,0.026875
4091.0_0_B1,B1,106A AVE-52 ST,,,0d 06:00:00,9d 14:45:00,,53.55324426,-113.4206097,CAPILANO,10,1,4091.0_0,neighbourhood,0.0331944444,D,0.0248958333
4098.0_0_B1,B1,JACKSON RD.-BOTH SIDES-44AVE TO PIPELIN,,,0d 06:00:00,9d 14:45:00,,53.48345561,-113.4077461,JACKSON HEIGHTS,10,1,4098.0_0,neighbourhood,0.0147222222,D,0.0110416667
4118.0_0_B1,B1,WESTSIDE/EAST SIDE 44 ST: JACKSON RD - P,,,0d 06:00:00,9d 14:45:00,,53.48073488,-113.4098485,JACKSON HEIGHTS,10,1,4118.0_0,neighbourhood,0.0591666667,D,0.044375
4120.0_0_B1,B1,WEST SIDE OF 50 ST: 34 Ave - 38 Ave,,,0d 06:00:00,9d 14:45:00,,53.46764427,-113.4186163,HILLVIEW,10,1,4120.0_0,roadway,0.0646875,D,0.048515625
4122_0_0_B1,B1,43A AVE: 27 - 30 ST,,3,6d 06:00:00,6d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,0.0779436728,D,0.0584577546
4122_1_0_B1,B1,43A AVE: 27 - 30 ST,,3,6d 06:00:00,6d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,0.0779436728,D,0.0584577546
4122_2_0_B1,B1,43A AVE: 27 - 30 ST,,3,6d 06:00:00,6d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,0.0779436728,D,0.0584577546
4123_0_0_B1,B1,91 ST-86 AVE,,,6d 06:00:00,6d 14:45:00,,53.5227385,-113.4689726,BONNIE DOON,1,1,4123_0,neighbourhood,0.0699074074,D,0.0524305556
