Id,Level,Unnamed: 0,address,cluster,day,end-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,start-time,type,service-duration
3434_0_0_B1,B1,526,319 - 83 St SW,,,3d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333344,3d 06:00:00,D,1.2598684219
3434_1_0_B1,B1,527,319 - 83 St SW,,,3d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333344,3d 06:00:00,D,1.2598684219
3434_2_0_B1,B1,528,319 - 83 St SW,,,3d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333344,3d 06:00:00,D,1.2598684219
3434_3_0_B1,B1,529,319 - 83 St SW,,,3d 14:45:00,,53.42943466,-113.4581559,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333344,3d 06:00:00,D,1.2598684219
3449.0_0_B1,B1,530,76 AVE: 50 ST - 67 ST,,,9d 14:45:00,,53.51232586,-113.423471,DAVIES INDUSTRIAL EAST,10,1,3449.0_0,roadway,1.9866666672,0d 06:00:00,D,1.5684210531
3455.0_0_B1,B1,531,EAST SIDE/WS MILLWOODS RD E BTWN 34 & 3,,,9d 14:45:00,,53.46615353,-113.407974,MINCHAU,10,1,3455.0_0,roadway,1.4599999992,0d 06:00:00,D,1.1526315783
10151.0_0_B1,B1,532,OVERPASS MEDIAN 23 AVE: 103 ST - PARSONS ROAD,,,9d 14:45:00,,53.45383076,-113.4888193,PARSONS INDUSTRIAL,10,1,10151.0_0,roadway,0.5533333344,0d 06:00:00,D,0.4368421061
3472.0_0_B1,B1,533,WEST SIDE 66 ST BTWN 10 AVE-MILLWOODS,,9,9d 14:45:00,,53.44073551,-113.4401323,ANTHONY HENDAY SOUTHEAST,10,1,3472.0_0,roadway,0.4666666656,9d 06:00:00,D,0.3684210518
3477.0_0_B1,B1,534,N/S Millwoods RD S 80-66 ST,,,9d 14:45:00,,53.44635723,-113.4386971,EKOTA,10,1,3477.0_0,roadway,1.4166666672,0d 06:00:00,D,1.1184210531
3487.0_0_B1,B1,535,82 ST & 93A AVE,,,9d 14:45:00,,53.52895628,-113.4519724,HOLYROOD,10,1,3487.0_0,neighbourhood,0.2200000008,0d 06:00:00,D,0.1736842112
3492.0_0_B1,B1,537,N/S 23 AVE: 38 ST - 34 ST,,2,2d 14:45:00,,53.45401563,-113.3968153,BISSET,1,1,3492.0_0,roadway,0.6400000008,2d 06:00:00,D,0.5052631585
3503_0_0_B1,B1,538,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D,1.0789473676
3503_1_0_B1,B1,539,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D,1.0789473676
3503_2_0_B1,B1,540,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D,1.0789473676
3506.0_0_B1,B1,541,71 ST-92A AVE,,,9d 14:45:00,,53.52740586,-113.4362802,OTTEWELL,10,1,3506.0_0,neighbourhood,1.0000000008,0d 06:00:00,D,0.7894736848
3517.0_0_B1,B1,542,SOUTH SIDE 34 AVE-BTWN-MILLWOODS RD E-34 St,,9,9d 14:45:00,,53.46363994,-113.4001809,BISSET,10,1,3517.0_0,roadway,0.9666666672,9d 06:00:00,D,0.7631578952
3526.0_0_B1,B1,543,WEST SIDE MILLWOODS RD E. BTWN SCHOO,,,9d 14:45:00,,53.45238007,-113.4092015,POLLARD MEADOWS,10,1,3526.0_0,roadway,3.2200000008,0d 06:00:00,D,2.5421052638
3532.0_0_B1,B1,544,W/S 50 ST BETWEEN 13 AVE & MILLWOODS RD S,,,9d 14:45:00,,53.4442439,-113.4194092,SAKAW,10,1,3532.0_0,roadway,1.0966666656,0d 06:00:00,D,0.8657894728
3542.0_0_B1,B1,545,WS 66 ST: 34 AVE - 38 AVE,,2,2d 14:45:00,,53.46988496,-113.438231,LEE RIDGE,1,1,3542.0_0,roadway,2.5866666672,2d 06:00:00,D,2.0421052636
3554.0_0_B1,B1,546,23 AVE: PARSONS ROAD - 91 ST,,,9d 14:45:00,,53.45203938,-113.4729644,PARSONS INDUSTRIAL,10,1,3554.0_0,roadway,2.2133333328,0d 06:00:00,D,1.7473684206
3559_0_0_B1,B1,547,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D,1.2087719299
3559_1_0_B1,B1,548,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D,1.2087719299
3559_2_0_B1,B1,549,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D,1.2087719299
3561.0_0_B1,B1,550,81 ST-BTWN-96-97 AVE,,,9d 14:45:00,,53.53510922,-113.4516118,HOLYROOD,10,1,3561.0_0,neighbourhood,1.5333333336,0d 06:00:00,D,1.210526316
3596.0_0_B1,B1,551,WS/C 91 ST BTWM 39 AVE & WHITEMUD DRIVE,,9,9d 14:45:00,,53.47761346,-113.4671558,STRATHCONA INDUSTRIAL PARK,10,1,3596.0_0,roadway,1.5833333328,9d 06:00:00,D,1.2499999996
3611.0_0_B1,B1,554,98-101 AVE-64-67 ST,,4,4d 14:45:00,,53.53949827,-113.4305311,TERRACE HEIGHTS,1,1,3611.0_0,neighbourhood,1.9999999992,4d 06:00:00,D,1.5789473678
3618.0_0_B1,B1,555,95 AVE-90 ST,,0,0d 14:45:00,,53.53239598,-113.4645996,STRATHEARN,10,1,3618.0_0,neighbourhood,0.4699999992,0d 06:00:00,D,0.3710526309
3635.0_0_B1,B1,556,NE CORNER OF 50 ST-40 AVE,,,9d 14:45:00,,53.47641988,-113.4156548,JACKSON HEIGHTS,10,1,3635.0_0,neighbourhood,0.4633333344,0d 06:00:00,D,0.3657894745
3636.0_0_B1,B1,557,BTWN 48 & 50 ST ALONG RAVINE,,,9d 14:45:00,,53.47821016,-113.4162094,JACKSON HEIGHTS,10,1,3636.0_0,neighbourhood,0.4633333344,0d 06:00:00,D,0.3657894745
3640.0_0_B1,B1,558,NORTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,9d 14:45:00,,53.46996437,-113.4130383,MINCHAU,10,1,3640.0_0,roadway,0.4999999992,0d 06:00:00,D,0.3947368415
3646_0_0_B1,B1,560,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D,1.0912280703
3646_1_0_B1,B1,561,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D,1.0912280703
3646_2_0_B1,B1,562,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D,1.0912280703
3647.0_0_B1,B1,563,55 ST-BTWN 28 AVE-25 AVE,,5,5d 14:45:00,,53.45759036,-113.4246402,MILL WOODS TOWN CENTRE,1,1,3647.0_0,neighbourhood,1.77,5d 06:00:00,D,1.3973684211
3653.0_0_B1,B1,564,SOUTH SIDE 38 AVE-BTWN KAASA RD E-WW A,,,9d 14:45:00,,53.47276949,-113.3957114,KINISKI GARDENS,10,1,3653.0_0,roadway,0.54,0d 06:00:00,D,0.4263157895
3661.0_0_B1,B1,565,W/S 44 ST: KULAWY DR N - KULAWY GATE,,,9d 14:45:00,,53.47609582,-113.4074291,KINISKI GARDENS,10,1,3661.0_0,neighbourhood,0.6233333328,0d 06:00:00,D,0.4921052627
3666.0_0_B1,B1,568,North of Edwards Drive SW & East of 91 St SW,,3,3d 14:45:00,,53.43105561,-113.4669521,ELLERSLIE,1,1,3666.0_0,neighbourhood,0.4333333344,3d 06:00:00,D,0.342105264
3667.0_0_B1,B1,569,East of 88 St SW & South of 6 Ave SW,,3,3d 14:45:00,,53.42618572,-113.466953,ELLERSLIE,1,1,3667.0_0,neighbourhood,0.3066666672,3d 06:00:00,D,0.2421052636
3674.0_0_B1,B1,570,40 AVE-50 ST,,,9d 14:45:00,,53.47511957,-113.4147414,MINCHAU,10,1,3674.0_0,neighbourhood,2.6933333328,0d 06:00:00,D,2.1263157891
3687.0_0_B1,B1,571,NORTH SIDE 34 AVE-66-50 ST,,,9d 14:45:00,,53.46555259,-113.4282364,HILLVIEW,10,1,3687.0_0,roadway,2.2000000008,0d 06:00:00,D,1.7368421059
3692.0_0_B1,B1,572,W/S 91 ST: 51 - 61 AVE,,,9d 14:45:00,,53.49557322,-113.4675715,CORONET INDUSTRIAL,10,1,3692.0_0,roadway,1.0033333344,0d 06:00:00,D,0.792105264
3693.0_0_B1,B1,573,NORTH SIDE MILLWOODS RD S BTWN 50-46 S,,,9d 14:45:00,,53.44525572,-113.4146298,POLLARD MEADOWS,10,1,3693.0_0,roadway,1.3533333336,0d 06:00:00,D,1.0684210528
3705.0_0_B1,B1,575,Ellerslie Road & 91 St SW,,4,4d 14:45:00,,53.42400853,-113.4711774,SUMMERSIDE,1,1,3705.0_0,neighbourhood,1.7899999992,4d 06:00:00,D,1.4131578941
3706.0_0_B1,B1,576,S/S Ellerslie Road: Parsons Rd - 91 St,,9,9d 14:45:00,,53.424915,-113.4765264,ELLERSLIE INDUSTRIAL,10,1,3706.0_0,roadway,0.54,9d 06:00:00,D,0.4263157895
3707.0_0_B1,B1,577,S/S Ellerslie Road: 91 St - 78 St,,9,9d 14:45:00,,53.42474573,-113.4597029,SUMMERSIDE,10,1,3707.0_0,roadway,2.4633333336,9d 06:00:00,D,1.9447368423
3710.0_0_B1,B1,578,75 ST N OF ELLERSLIE ROAD,,,9d 14:45:00,,53.42628752,-113.4509929,ELLERSLIE,10,1,3710.0_0,neighbourhood,0.3066666672,0d 06:00:00,D,0.2421052636
3730.0_0_B1,B1,579,S/S 38 AVE: KALFMAN WAY - KAASA RD EAST,,,9d 14:45:00,,53.47264669,-113.3993134,KINISKI GARDENS,10,1,3730.0_0,roadway,0.2200000008,0d 06:00:00,D,0.1736842112
3734.0_0_B1,B1,580,SOUTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,9d 14:45:00,,53.46972731,-113.4128861,MINCHAU,10,1,3734.0_0,roadway,0.63,0d 06:00:00,D,0.4973684211
3751.0_0_B1,B1,581,37 ST - 25 AVE,,,9d 14:45:00,,53.45563871,-113.396725,BISSET,10,1,3751.0_0,neighbourhood,1.4299999992,0d 06:00:00,D,1.1289473678
3767_0_0_B1,B1,582,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992,3d 06:00:00,D,1.2236842099
3767_1_0_B1,B1,583,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992,3d 06:00:00,D,1.2236842099
3767_2_0_B1,B1,584,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992,3d 06:00:00,D,1.2236842099
3767_3_0_B1,B1,585,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992,3d 06:00:00,D,1.2236842099
3780.0_0_B1,B1,587,WEST SIDE 66 ST BTWN 38 AVE-WHITEMUD D,,9,9d 14:45:00,,53.47769273,-113.4412082,MICHAELS PARK,10,1,3780.0_0,roadway,2.4733333344,9d 06:00:00,D,1.9526315798
3800.0_0_B1,B1,588,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,,,9d 14:45:00,,53.41708962,-113.4669839,SUMMERSIDE,10,1,3800.0_0,neighbourhood,2.4466666656,0d 06:00:00,D,1.9315789465
3820.0_0_B1,B1,590,38 AVE & 17 ST,,0,0d 14:45:00,,53.47633057,-113.3704977,WILD ROSE,10,1,3820.0_0,neighbourhood,3.6333333336,0d 06:00:00,D,2.8684210528
3829.0_0_B1,B1,591,EAST SIDE MILLWOODS RD E. BTWN 17-20 AV,,,9d 14:45:00,,53.44864509,-113.4054258,DALY GROVE,10,1,3829.0_0,roadway,0.9266666664,0d 06:00:00,D,0.7315789472
3846.0_0_B1,B1,594,BTWN MILLBOURNE RD E-66 ST,,3,3d 14:45:00,,53.47997797,-113.4441735,MICHAELS PARK,1,1,3846.0_0,neighbourhood,3.3333333336,3d 06:00:00,D,2.6315789476
3847.0_0_B1,B1,595,NORTH SIDE 38 AVE BTWN 76-66 ST,,,9d 14:45:00,,53.47437214,-113.4429092,MICHAELS PARK,10,1,3847.0_0,roadway,1.2133333344,0d 06:00:00,D,0.9578947377
3852.0_0_B1,B1,596,68 AVE: 93 - 97 ST,,,9d 14:45:00,,53.50452452,-113.4780294,HAZELDEAN,10,1,3852.0_0,neighbourhood,2.2000000008,0d 06:00:00,D,1.7368421059
3859.0_0_B1,B1,597,NORTH SIDE 38 AVE-BTWN-66-50 ST,,,9d 14:45:00,,53.47277571,-113.4270251,GREENVIEW,10,1,3859.0_0,roadway,1.3966666656,0d 06:00:00,D,1.1026315781
3863.0_0_B1,B1,599,Silver Berry Road & 28A Ave,,,9d 14:45:00,,53.45818391,-113.3842628,SILVER BERRY,10,1,3863.0_0,neighbourhood,1.2966666672,0d 06:00:00,D,1.0236842109
3883.0_0_B1,B1,600,E/S & C 66 ST: 28 AVE - 34 AVE,,9,9d 14:45:00,,53.46287218,-113.4348846,TAWA,10,1,3883.0_0,roadway,1.86,9d 06:00:00,D,1.4684210526
3896.0_0_B1,B1,601,S/S 38 AVE: 44 ST - KALFMAN WAY,,,9d 14:45:00,,53.47179703,-113.4023038,KINISKI GARDENS,10,1,3896.0_0,roadway,0.3199999992,0d 06:00:00,D,0.2526315783
3897.0_0_B1,B1,602,WEST OF 23 ST: 38 AVE - 37A AVE,,7,7d 14:45:00,,53.4739436,-113.3811523,WILD ROSE,1,1,3897.0_0,neighbourhood,1.2,7d 06:00:00,D,0.9473684211
3907.0_0_B1,B1,603,W/S & C 34 St: 38 Ave South to Ravine,,2,2d 14:45:00,,53.46893081,-113.3939601,KINISKI GARDENS,1,1,3907.0_0,roadway,0.7900000008,2d 06:00:00,D,0.6236842112
3917.0_0_B1,B1,604,E/S MILLWOODS RD E: 23 AVE - 34 AVE,,,9d 14:45:00,,53.46009893,-113.4071101,BISSET,10,1,3917.0_0,roadway,2.3433333336,0d 06:00:00,D,1.8500000002
3918_0_0_B1,B1,605,103ST WEST TO 107st,,,3d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664,3d 06:00:00,D,1.4124999998
3918_1_0_B1,B1,606,103ST WEST TO 107st,,,3d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664,3d 06:00:00,D,1.4124999998
3918_2_0_B1,B1,607,103ST WEST TO 107st,,,3d 14:45:00,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664,3d 06:00:00,D,1.4124999998
3921.0_0_B1,B1,608,EAST SIDE/C 66 ST: 38 AVE-WHITEMUD DRIVE,,2,2d 14:45:00,,53.47947008,-113.4412674,MILL WOODS GOLF COURSE,1,1,3921.0_0,roadway,3.5666666664,2d 06:00:00,D,2.8157894735
3922.0_0_B1,B1,609,61 -66 ST & GRANDMEADOW CRESENT (P.P.),,,9d 14:45:00,,53.47631182,-113.4357536,GREENVIEW,10,1,3922.0_0,neighbourhood,2.0333333328,0d 06:00:00,D,1.6052631575
3950.0_0_B1,B1,611,BTWN-EKOTA-ST CLEMENTS SCHS,,,9d 14:45:00,,53.44662844,-113.4450445,EKOTA,10,1,3950.0_0,neighbourhood,1.6266666672,0d 06:00:00,D,1.2842105267
3951.0_0_B1,B1,612,W/S 34 ST: WHITEMUD DR - 38 AVE,,8,8d 14:45:00,,53.4802683,-113.3939614,KINISKI GARDENS,1,1,3951.0_0,roadway,0.9066666672,8d 06:00:00,D,0.7157894741
3955.0_0_B1,B1,613,East of 28 St & South of 37A Ave,,3,3d 14:45:00,,53.46962439,-113.3812609,WILD ROSE,1,1,3955.0_0,neighbourhood,0.1866666672,3d 06:00:00,D,0.1473684215
3956.0_0_B1,B1,614,74 St & 104 Ave,,,9d 14:45:00,,53.54587179,-113.4417001,TERRACE HEIGHTS,10,1,3956.0_0,neighbourhood,0.3733333344,0d 06:00:00,D,0.2947368429
3957.0_0_B1,B1,615,E/S & C 75 St: 98 Ave - 101 Ave,,,9d 14:45:00,,53.53913614,-113.4430194,TERRACE HEIGHTS,10,1,3957.0_0,neighbourhood,0.9033333336,0d 06:00:00,D,0.7131578949
3958.0_0_B1,B1,616,80 ST-S OF 101 AVE,,7,7d 14:45:00,,53.53927859,-113.4508733,FOREST HEIGHTS,1,1,3958.0_0,neighbourhood,1.1566666656,7d 06:00:00,D,0.9131578939
3959.0_0_B1,B1,617,E/S & C 50 ST: 92 AVE - 101 AVE,,3,3d 14:45:00,,53.53249873,-113.4183825,EASTGATE BUSINESS PARK,1,1,3959.0_0,neighbourhood,1.2,3d 06:00:00,D,0.9473684211
3974_0_0_B1,B1,618,17 ST-66 AVE,,6,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D,1.4336988309
3974_0_0_B1,B1,619,17 ST-66 AVE,,7,7d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D,1.4336988309
3974_1_0_B1,B1,621,17 ST-66 AVE,,6,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D,1.4336988309
3974_1_0_B1,B1,622,17 ST-66 AVE,,7,7d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D,1.4336988309
3974_2_0_B1,B1,624,17 ST-66 AVE,,6,6d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D,1.4336988309
3974_2_0_B1,B1,625,17 ST-66 AVE,,7,7d 14:45:00,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D,1.4336988309
3977.0_0_B1,B1,627,WEST SIDE 50 ST BTWN 38-40 AVE,,9,9d 14:45:00,,53.4731319,-113.4160265,GREENVIEW,10,1,3977.0_0,roadway,0.9666666672,9d 06:00:00,D,0.7631578952
3990.0_0_B1,B1,628,N/S 34 AVE: 50 ST - MILLWOODS RD E,,,9d 14:45:00,,53.46466558,-113.4133456,MINCHAU,10,1,3990.0_0,roadway,2.0266666656,0d 06:00:00,D,1.5999999992
3991.0_0_B1,B1,629,38 AVE/44 ST DOWN TO 34 ST,,,9d 14:45:00,,53.46820175,-113.399518,KINISKI GARDENS,10,1,3991.0_0,neighbourhood,1.9933333344,0d 06:00:00,D,1.5736842114
3996_0_0_B1,B1,630,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D,1.2026315785
3996_1_0_B1,B1,631,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D,1.2026315785
3996_2_0_B1,B1,632,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D,1.2026315785
4010.0_0_B1,B1,633,N/S & C 90 AVE: 75 ST - 85 ST,,0,0d 14:45:00,,53.52534617,-113.4499205,IDYLWYLDE,10,1,4010.0_0,neighbourhood,0.3566666664,0d 06:00:00,D,0.2815789472
4011.0_0_B1,B1,634,67A ST-93A AVE,,,9d 14:45:00,,53.53125177,-113.4270686,OTTEWELL,10,1,4011.0_0,neighbourhood,3.6666666672,0d 06:00:00,D,2.8947368425
4012.0_0_B1,B1,635,52-54 ST-BTWN-92C-93A AVE,,,9d 14:45:00,,53.53011833,-113.4200985,OTTEWELL,10,1,4012.0_0,neighbourhood,0.3333333336,0d 06:00:00,D,0.2631578949
4013_0_0_B1,B1,636,67 ST - 6 AVE SW,,,3d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D,1.0824561398
4013_1_0_B1,B1,637,67 ST - 6 AVE SW,,,3d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D,1.0824561398
4013_2_0_B1,B1,638,67 ST - 6 AVE SW,,,3d 14:45:00,,53.42720319,-113.447899,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D,1.0824561398
4034.0_0_B1,B1,641,EAST SIDE/C 50 ST 38 - 40 AVE,,9,9d 14:45:00,,53.47302522,-113.4155722,MINCHAU,10,1,4034.0_0,roadway,1.5033333336,9d 06:00:00,D,1.1868421055
4035.0_0_B1,B1,642,79 AVE-87 ST,,0,0d 14:45:00,,53.51411138,-113.4595635,GREENVIEW,10,1,4035.0_0,neighbourhood,1.3266666672,0d 06:00:00,D,1.0473684215
4039.0_0_B1,B1,643,WEST SIDE 50 ST BTWN 28-34 AVE,,,9d 14:45:00,,53.46305567,-113.4211035,KING EDWARD PARK,10,1,4039.0_0,roadway,2.2766666664,0d 06:00:00,D,1.7973684208
4043.0_0_B1,B1,644,79 ST-94 AVE,,7,7d 14:45:00,,53.53148454,-113.4508368,PAPASCHASE INDUSTRIAL,1,1,4043.0_0,neighbourhood,3.1333333344,7d 06:00:00,D,2.4736842114
4045.0_0_B1,B1,645,17 Ave-18A Ave & 48 St-Mill Woods Road East,,,9d 14:45:00,,53.44749477,-113.4080485,OTTEWELL,10,1,4045.0_0,neighbourhood,3.87,0d 06:00:00,D,3.0552631579
4047.0_0_B1,B1,646,79 -84 ST & 28 - 30 AVE,,,9d 14:45:00,,53.4614612,-113.455742,POLLARD MEADOWS,10,1,4047.0_0,neighbourhood,1.4433333336,0d 06:00:00,D,1.1394736844
4048.0_0_B1,B1,647,1888 - 37 ST,,7,7d 14:45:00,,53.44873644,-113.4006682,DALY GROVE,1,1,4048.0_0,neighbourhood,2.889444444,7d 06:00:00,D,2.2811403505
4054.0_0_B1,B1,648,83 AVE-104 ST,,,9d 14:45:00,,53.51938404,-113.4970781,STRATHCONA,10,1,4054.0_0,neighbourhood,0.7399999992,0d 06:00:00,D,0.5842105257
4055.0_0_B1,B1,649,84 AVE-104 ST,,,9d 14:45:00,,53.51979968,-113.4970356,STRATHCONA,10,1,4055.0_0,neighbourhood,0.2200000008,0d 06:00:00,D,0.1736842112
4067.0_0_B1,B1,650,14 Ave SW & 82 St SW,,,9d 14:45:00,,53.42083735,-113.45816,SUMMERSIDE,10,1,4067.0_0,neighbourhood,1.0733333328,0d 06:00:00,D,0.8473684206
4075_0_0_B1,B1,651,W/S 50 ST: 90 AVE - 101 AVE,,,3d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,1.6888888896,3d 06:00:00,D,1.3333333339
4075_1_0_B1,B1,652,W/S 50 ST: 90 AVE - 101 AVE,,,3d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,1.6888888896,3d 06:00:00,D,1.3333333339
4075_2_0_B1,B1,653,W/S 50 ST: 90 AVE - 101 AVE,,,3d 14:45:00,,53.52949572,-113.4189642,OTTEWELL,1,1,4075_0,neighbourhood,1.6888888896,3d 06:00:00,D,1.3333333339
4081.0_0_B1,B1,654,SOUTH SIDE&C 23 AVE-BTWN 85 ST-MILLWOO,,9,9d 14:45:00,,53.45243671,-113.4541011,SATOO,10,1,4081.0_0,roadway,1.9600000008,9d 06:00:00,D,1.5473684217
4082.0_0_B1,B1,655,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,,,9d 14:45:00,,53.44377569,-113.4187286,CRAWFORD PLAINS,10,1,4082.0_0,roadway,1.1800000008,0d 06:00:00,D,0.931578948
4087.0_0_B1,B1,656,91 ST BTWN 51 & 54 AVE,,9,9d 14:45:00,,53.48984947,-113.4670316,CORONET INDUSTRIAL,10,1,4087.0_0,roadway,0.8599999992,9d 06:00:00,D,0.6789473678
4091.0_0_B1,B1,657,106A AVE-52 ST,,,9d 14:45:00,,53.55324426,-113.4206097,CAPILANO,10,1,4091.0_0,neighbourhood,0.7966666656,0d 06:00:00,D,0.6289473676
4098.0_0_B1,B1,658,JACKSON RD.-BOTH SIDES-44AVE TO PIPELIN,,,9d 14:45:00,,53.48345561,-113.4077461,JACKSON HEIGHTS,10,1,4098.0_0,neighbourhood,0.3533333328,0d 06:00:00,D,0.278947368
4118.0_0_B1,B1,659,WESTSIDE/EAST SIDE 44 ST: JACKSON RD - P,,,9d 14:45:00,,53.48073488,-113.4098485,JACKSON HEIGHTS,10,1,4118.0_0,neighbourhood,1.4200000008,0d 06:00:00,D,1.1210526322
4120.0_0_B1,B1,661,WEST SIDE OF 50 ST: 34 Ave - 38 Ave,,,9d 14:45:00,,53.46764427,-113.4186163,HILLVIEW,10,1,4120.0_0,roadway,1.5525,0d 06:00:00,D,1.2256578947
4122_0_0_B1,B1,662,43A AVE: 27 - 30 ST,,3,3d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,1.8706481472,3d 06:00:00,D,1.4768274846
4122_1_0_B1,B1,665,43A AVE: 27 - 30 ST,,3,3d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,1.8706481472,3d 06:00:00,D,1.4768274846
4122_2_0_B1,B1,668,43A AVE: 27 - 30 ST,,3,3d 14:45:00,,53.47978351,-113.3847698,LARKSPUR,1,1,4122_0,neighbourhood,1.8706481472,3d 06:00:00,D,1.4768274846
4123_0_0_B1,B1,671,91 ST-86 AVE,,,3d 14:45:00,,53.5227385,-113.4689726,BONNIE DOON,1,1,4123_0,neighbourhood,1.6777777776,3d 06:00:00,D,1.3245614034
4123_1_0_B1,B1,672,91 ST-86 AVE,,,3d 14:45:00,,53.5227385,-113.4689726,BONNIE DOON,1,1,4123_0,neighbourhood,1.6777777776,3d 06:00:00,D,1.3245614034
4123_2_0_B1,B1,673,91 ST-86 AVE,,,3d 14:45:00,,53.5227385,-113.4689726,BONNIE DOON,1,1,4123_0,neighbourhood,1.6777777776,3d 06:00:00,D,1.3245614034
4125.0_0_B1,B1,674,77 ST-87 AVE,,,9d 14:45:00,,53.52260208,-113.4461716,IDYLWYLDE,10,1,4125.0_0,neighbourhood,0.2733333336,0d 06:00:00,D,0.2157894739
