Id,job-id,type,name,address,latitude,longitude,Service-duration-1,start-time,end-time,quantity,required-skills,priority,Level,raw-id,day,service-duration,raw_id,Day
1760.0_1_B1,,D,SILVER BERRY,23 St & 29 Ave,53.45924056,-113.3744127,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1760.0_1,,0.0015350877,1760.0,
1771.0_1_B1,,D,RICHFIELD,NORTH SIDE 34 AVE-91 ST-MILLWOODS RD W,53.46537684,-113.4587719,0.1326388889,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,1771.0_1,,0.1047149123,1771.0,
1782.0_1_B1,,D,SATOO,BTWN-S OF 10 AVE-KNOTTWOOD RD S-87-88 S,53.44243432,-113.4635386,0.1186111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1782.0_1,,0.0936403509,1782.0,
1787.0_1_B1,,D,JACKSON HEIGHTS,SOUTH SIDE 42 AVE-BTWN WALKWAY-48 ST,53.4776149,-113.414709,0.02125,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1787.0_1,,0.0167763158,1787.0,
1810.0_1_B1,,D,JACKSON HEIGHTS,49 ST- 44 AVE,53.48176008,-113.4158383,0.0059722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1810.0_1,,0.0047149123,1810.0,
1827.0_1_B1,,D,MINCHAU,34A AVE-35 ST,53.4638602,-113.3948508,0.0009722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1827.0_1,,0.0007675439,1827.0,
1841.0_1_B1,,D,TWEDDLE PLACE,83 ST & 44 AVE,53.48192802,-113.4568471,0.0555555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1841.0_1,,0.0438596491,1841.0,
1849.0_1_B1,,D,WILD ROSE,31A ST SOUTH OF 34A AVE,53.46649685,-113.3854278,0.1805555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1849.0_1,,0.1425438596,1849.0,
1908.0_1_B1,,D,LARKSPUR,BESIDE 2808 - 40B AVE,53.47680556,-113.3820092,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1908.0_1,,0.0014254386,1908.0,
1989.0_1_B1,,D,SILVER BERRY,23 St & 27 Ave,53.45667036,-113.3744248,0.0015277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,1989.0_1,,0.0012061404,1989.0,
2005.0_1_B1,,D,EKOTA,WEST SIDE EKOTA SCHOOL,53.44873045,-113.443077,0.0783333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2005.0_1,,0.0618421053,2005.0,
2017.0_1_B1,,D,WILD ROSE,25 ST & 35 AVE,53.4686911,-113.3804738,0.0040277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2017.0_1,,0.0031798246,2017.0,
2045.0_1_B1,,D,ELLERSLIE,5 Ave SW - 77 St,53.4288845,-113.4530593,0.0079166667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2045.0_1,,0.00625,2045.0,
2048.0_1_B1,,D,SATOO,CONNECTS-22-23 AVE-W OF 79 ST,53.45217177,-113.4535202,0.0027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2048.0_1,,0.0021929825,2048.0,
2063.0_1_B1,,D,LARKSPUR,BESIDE 4134 - 29 ST,53.47858123,-113.3847973,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2063.0_1,,0.0014254386,2063.0,
2069.0_1_B1,,D,ELLERSLIE,803 and 811 - 77 St,53.42523781,-113.452792,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2069.0_1,,0.0013157895,2069.0,
2103.0_1_B1,,D,SUMMERSIDE,Btwn 1328 & 1336 - 80 St SW,53.42111137,-113.4573177,0.0020833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2103.0_1,,0.0016447368,2103.0,
2151.0_1_B1,,D,ELLERSLIE,BETWEEN 724 - 90 ST SW & 8935 - 8 AVE SW,53.42538246,-113.4729777,0.0016666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2151.0_1,,0.0013157895,2151.0,
2203.0_1_B1,,D,SATOO,BTWN-23 AVE-SATOO SCH PLRW-BTWN 82-85,53.44946567,-113.4578253,0.0711111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2203.0_1,,0.0561403509,2203.0,
2288.0_1_B1,,D,MENISA,75-77 ST & KNOTTWOOD RD. SOUTH,53.44164266,-113.4515174,0.0101388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2288.0_1,,0.008004386,2288.0,
2307.0_1_B1,,D,MEYONOHK,89 ST & 27-28 AVE,53.45833684,-113.4646859,0.0025,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2307.0_1,,0.0019736842,2307.0,
2356.0_1_B1,,D,MICHAELS PARK,CONNECTS 38 AVE-MILLBOURNE RD E-PIPELI,53.47557117,-113.4483935,0.0630555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2356.0_1,,0.0497807018,2356.0,
2358.0_1_B1,,D,MICHAELS PARK,BTWN 72 ST/MILBOURNE RD E & PIPELINE,53.47793197,-113.4456944,0.0243055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2358.0_1,,0.0191885965,2358.0,
2449.0_1_B1,,D,JACKSON HEIGHTS,47 ST-BTWN 44 AVE-43A AVE,53.48163656,-113.414401,0.0093055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2449.0_1,,0.0073464912,2449.0,
2451.0_1_B1,,D,JACKSON HEIGHTS,JACKSON RD - JEFFERY'S CRESCENT,53.48366475,-113.4107578,0.0031944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2451.0_1,,0.0025219298,2451.0,
2456.0_1_B1,,D,SUMMERSIDE,20 Ave SW & 86 St SW,53.41499637,-113.4654508,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2456.0_1,,0.0018640351,2456.0,
2468.0_1_B1,,D,RICHFIELD,BTWN-85-91 ST-BTWN-RICHFIELD RD-38 AVE,53.47213553,-113.4626289,0.1018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2468.0_1,,0.080372807,2468.0,
2469.0_1_B1,,D,STRATHCONA INDUSTRIAL PARK,WS/C 91 ST BTWN 34 & 39 AVE,53.46979343,-113.467082,0.0829166667,15.0d 06:00:00,15.0d 14:45:00,1,roadway,1,B1,2469.0_1,15.0,0.0654605263,2469.0,
2471.0_1_B1,,D,JACKSON HEIGHTS,SOUTH SIDE 44 AVE-BTWN 49 ST-WW AT JACK,53.48187979,-113.4136244,0.0163888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2471.0_1,,0.0129385965,2471.0,
2492.0_1_B1,,D,BISSET,NORTH OF 28 AVE-BTWN MILLWOODS RD-37 S,53.45955007,-113.4022907,0.0327777778,14.0d 06:00:00,14.0d 14:45:00,1,neighbourhood,1,B1,2492.0_1,14.0,0.025877193,2492.0,
2523.0_1_B1,,D,SUMMERSIDE,South of Ellerslie Road & about 88 St SW,53.42391208,-113.4669234,0.0044444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2523.0_1,,0.0035087719,2523.0,
2547.0_1_B1,,D,SUMMERSIDE,11 AVE SW - 66 ST,53.42369109,-113.4434532,0.0022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2547.0_1,,0.001754386,2547.0,
2548.0_1_B1,,D,SUMMERSIDE,East of Sunset Blvd (70 St) - 11 to 12 Ave SW,53.42297683,-113.4434544,0.0055555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2548.0_1,,0.0043859649,2548.0,
2577.0_1_B1,,D,TIPASKAN,NORTH SIDE 28 AVE BTWN 91 ST & LAKEWOO,53.45897563,-113.4631064,0.0559722222,15.0d 06:00:00,15.0d 14:45:00,1,roadway,1,B1,2577.0_1,15.0,0.0441885965,2577.0,
2596.0_1_B1,,D,HILLVIEW,60 ST- 34 A AVE,53.46589914,-113.4296661,0.0056944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2596.0_1,,0.004495614,2596.0,
2597.0_1_B1,,D,HILLVIEW,65 ST- 34 A AVE,53.46598319,-113.4351038,0.0027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2597.0_1,,0.0021929825,2597.0,
2598.0_1_B1,,D,LEE RIDGE,MILLBOURNE RD E-36A AVE-LEE RIDGE RD,53.46898911,-113.4427955,0.0384722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2598.0_1,,0.030372807,2598.0,
2601.0_1_B1,,D,RICHFIELD,ES 91 ST - 34 AVE - MILLWOODS RD SS - 87 ST,53.46998118,-113.465656,0.1981944444,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,2601.0_1,,0.1564692982,2601.0,
2632.0_1_B1,,D,RICHFIELD,MILLWOODS ROAD-36 AVE,53.47026464,-113.4558261,0.0851388889,20.0d 06:00:00,20.0d 14:45:00,1,neighbourhood,1,B1,2632.0_1,20.0,0.0672149123,2632.0,
2913.0_1_B1,,D,TAWA,SOUTH SIDE/C 28 AVE BTWN 66-50 ST,53.45914321,-113.4262274,0.0452777778,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,2913.0_1,,0.035745614,2913.0,
2935.0_1_B1,,D,KAMEYOSEK,N/S 28 AVE: MILL WOODS RD - LAKEWOOD RD,53.45861646,-113.4426731,0.1184722222,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,2935.0_1,,0.0935307018,2935.0,
2941.0_1_B1,,D,SILVER BERRY,Silver Berry Road - 24 St,53.45788112,-113.3791822,0.0052777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2941.0_1,,0.0041666667,2941.0,
2966.0_1_B1,,D,LARKSPUR,N/S 38 AVE: 34 ST - 17 ST,53.47495989,-113.3835263,0.0583333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2966.0_1,,0.0460526316,2966.0,
2974_1_B1,,D,KINISKI GARDENS,BTWN. 3812/3814 - 44ST.,53.47093701,-113.404104,0.0025,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,2974_1,,0.0019736842,2974,
3025_1_B1,,D,JACKSON HEIGHTS,4616-43A AVE-CONNECTS TO 44 AVE,53.48169349,-113.4117433,0.0163888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3025_1,,0.0129385965,3025,
3041_1_B1,,D,KINISKI GARDENS,38 ST - 34 ST & Whitemud Dr - Mill Creek Ravine,53.48179332,-113.4036836,0.1902777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3041_1,,0.1502192982,3041,
3043_1_B1,,D,LEE RIDGE,NORTH SIDE 34 AVE BTWN MILLWOODS RD W-,53.46526212,-113.4434709,0.1361111111,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3043_1,,0.1074561404,3043,
3127_1_B1,,D,EKOTA,WEST SIDE 66 ST BTWN MILLWOODS RD S-23,53.44975358,-113.4357751,0.1108333333,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3127_1,,0.0875,3127,
3196_1_B1,,D,MILL WOODS PARK,SOUTH SIDE/C 23AVE BTWN MILLWOODS RD and 66 ST,53.45344629,-113.4413081,0.0852777778,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3196_1,,0.0673245614,3196,
3202_1_B1,,D,SUMMERSIDE,15 Ave SW & 78 St SW,53.42043577,-113.4567506,0.0022222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3202_1,,0.001754386,3202,
3368_1_B1,,D,ELLERSLIE,Edwards Drive-Easton Road-6 Ave SW,53.4282547,-113.4648048,0.1633333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3368_1,,0.1289473684,3368,
3379_1_B1,,D,WILD ROSE,2811 - 34A Ave to 2815 - 36 Ave,53.4683309,-113.3830189,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3379_1,,0.0014254386,3379,
3399_1_B1,,D,SAKAW,EAST SIDE 66 ST BTWN 10 AVE-MILLWOODS R,53.44216099,-113.4385006,0.1301388889,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3399_1,,0.1027412281,3399,
3400_1_B1,,D,MEYOKUMIN,19A AVE-57 ST/Millwoods road -56-62 ST,53.44818909,-113.4285355,0.1047222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3400_1,,0.0826754386,3400,
3405_1_B1,,D,ELLERSLIE,E/S 91 ST: 6 AVE SW - ELLERSLIE RD,53.4259758,-113.4733898,0.0175,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3405_1,,0.0138157895,3405,
3416_1_B1,,D,MEYOKUMIN,E/S & C 66 ST: MILLWOODS RD S - 23 AVE,53.44906998,-113.4354028,0.0952777778,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3416_1,,0.0752192982,3416,
10151_1_B1,,D,PARSONS INDUSTRIAL,OVERPASS MEDIAN 23 AVE: 103 ST - PARSONS ROAD,53.45383076,-113.4888193,0.0230555556,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,10151_1,,0.0182017544,10151,
3477_1_B1,,D,EKOTA,N/S Millwoods RD S 80-66 ST,53.44635723,-113.4386971,0.0590277778,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3477_1,,0.0466008772,3477,
3636_1_B1,,D,JACKSON HEIGHTS,BTWN 48 & 50 ST ALONG RAVINE,53.47821016,-113.4162094,0.0193055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3636_1,,0.0152412281,3636,
3641_1_B1,,D,MINCHAU,48 ST & 37B AVE - 38 AVE,53.46969607,-113.4151357,0.0018055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3641_1,,0.0014254386,3641,
3646_1_B1,,D,TAWA,58 ST & YOUVILLE DR EAST TO POLICE STATI,53.46235135,-113.4255351,0.1727777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3646_1,,0.1364035088,3646,
3661_1_B1,,D,KINISKI GARDENS,W/S 44 ST: KULAWY DR N - KULAWY GATE,53.47609582,-113.4074291,0.0259722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3661_1,,0.020504386,3661,
3666_1_B1,,D,ELLERSLIE,North of Edwards Drive SW & East of 91 St SW,53.43105561,-113.4669521,0.0180555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3666_1,,0.014254386,3666,
3667_1_B1,,D,ELLERSLIE,East of 88 St SW & South of 6 Ave SW,53.42618572,-113.466953,0.0127777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3667_1,,0.0100877193,3667,
3674_1_B1,,D,MINCHAU,40 AVE-50 ST,53.47511957,-113.4147414,0.1122222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3674_1,,0.0885964912,3674,
3705_1_B1,,D,SUMMERSIDE,Ellerslie Road & 91 St SW,53.42400853,-113.4711774,0.0745833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3705_1,,0.0588815789,3705,
3706_1_B1,,D,ELLERSLIE INDUSTRIAL,S/S Ellerslie Road: Parsons Rd - 91 St,53.424915,-113.4765264,0.0225,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3706_1,,0.0177631579,3706,
3707_1_B1,,D,SUMMERSIDE,S/S Ellerslie Road: 91 St - 78 St,53.42474573,-113.4597029,0.1026388889,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,3707_1,,0.0810307018,3707,
3800_1_B1,,D,SUMMERSIDE,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,53.41708962,-113.4669839,0.1019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3800_1,,0.0804824561,3800,
3819_1_B1,,D,WILD ROSE,BETWEEN 522 & 524 WISEMAN LAND,53.47674502,-113.375906,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3819_1,,0.0015350877,3819,
3820_1_B1,,D,WILD ROSE,38 AVE & 17 ST,53.47633057,-113.3704977,0.1513888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3820_1,,0.1195175439,3820,
3846_1_B1,,D,MICHAELS PARK,BTWN MILLBOURNE RD E-66 ST,53.47997797,-113.4441735,0.1388888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3846_1,,0.1096491228,3846,
3897_1_B1,,D,WILD ROSE,WEST OF 23 ST: 38 AVE - 37A AVE,53.4739436,-113.3811523,0.05,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3897_1,,0.0394736842,3897,
3950_1_B1,,D,EKOTA,BTWN-EKOTA-ST CLEMENTS SCHS,53.44662844,-113.4450445,0.0677777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3950_1,,0.0535087719,3950,
3955_1_B1,,D,WILD ROSE,East of 28 St & South of 37A Ave,53.46962439,-113.3812609,0.0077777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,3955_1,,0.0061403509,3955,
4045_1_B1,,D,OTTEWELL,17 Ave-18A Ave & 48 St-Mill Woods Road East,53.44749477,-113.4080485,0.16125,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4045_1,,0.1273026316,4045,
4067_1_B1,,D,SUMMERSIDE,14 Ave SW & 82 St SW,53.42083735,-113.45816,0.0447222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4067_1,,0.0353070175,4067,
4098_1_B1,,D,JACKSON HEIGHTS,JACKSON RD.-BOTH SIDES-44AVE TO PIPELIN,53.48345561,-113.4077461,0.0147222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4098_1,,0.011622807,4098,
4118_1_B1,,D,JACKSON HEIGHTS,WESTSIDE/EAST SIDE 44 ST: JACKSON RD - P,53.48073488,-113.4098485,0.0591666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4118_1,,0.0467105263,4118,
4162_1_B1,,D,LARKSPUR,21 ST: 38 AVE - 43A AVE - SWMF,53.47922173,-113.3770148,0.0172222222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4162_1,,0.0135964912,4162,
4165_1_B1,,D,WILD ROSE,23 ST & 37A AVE,53.47135276,-113.3787691,0.1155555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4165_1,,0.0912280702,4165,
4186_1_B1,,D,JACKSON HEIGHTS,JAMHA ROAD & JACKSON ROAD,53.48343111,-113.4072579,0.0623611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4186_1,,0.0492324561,4186,
4194_1_B1,,D,WILD ROSE,34 St South of 35A Ave East to park,53.46573497,-113.3847335,0.0251388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4194_1,,0.0198464912,4194,
4211_1_B1,,D,HILLVIEW,66 ST-SCHOOL-37-38 AVE,53.47283181,-113.4326882,0.1298611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4211_1,,0.1025219298,4211,
4259_1_B1,,D,KINISKI GARDENS,44 ST-39 AVE,53.47452958,-113.4056587,0.1361111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4259_1,,0.1074561404,4259,
4267_1_B1,,D,BISSET,37 ST-33 AVE,53.46154834,-113.4005705,0.1836111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4267_1,,0.1449561404,4267,
4278_1_B1,,D,STRATHCONA INDUSTRIAL PARK,WEST SIDE OF 97 ST NORTH OF 35 AVE - 39 A,53.47206006,-113.4796731,0.0468055556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4278_1,,0.0369517544,4278,
4294_1_B1,,D,WEINLOS,48 ST & 28 AVE,53.46097016,-113.4141569,0.1477777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4294_1,,0.1166666667,4294,
4322_1_B1,,D,KAMEYOSEK,31 -32 AVE & LAKEWOOD RD. EAST - 66 ST,53.46294353,-113.438757,0.06625,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4322_1,,0.0523026316,4322,
4328_1_B1,,D,MEYONOHK,79 ST-LAKEWOOD RD S,53.45529188,-113.4558291,0.1027777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4328_1,,0.0811403509,4328,
4362_1_B1,,D,GREENVIEW,50-54 ST & 38-39 A AVE,53.47265947,-113.4182492,0.1781944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4362_1,,0.1406798246,4362,
4411_1_B1,,D,DALY GROVE,39 ST-17A-17B AVE,53.4474203,-113.401979,0.01125,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4411_1,,0.0088815789,4411,
4423_1_B1,,D,EKOTA,MW RD S-75 ST/ES OF SCHOOL,53.44656424,-113.4479371,0.0827777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4423_1,,0.0653508772,4423,
4438_1_B1,,D,TAMARACK,1567-37C Ave to 1566-37B Ave,53.47413679,-113.3674046,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4438_1,,0.0015350877,4438,
4471_1_B1,,D,TAMARACK,Tamarack Green - 12 St,53.46908585,-113.3606443,0.0827777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4471_1,,0.0653508772,4471,
4479_1_B1,,D,SOUTH EDMONTON COMMON,W/S PARSONS ROAD: SOUTH OF 23 AVE - 99 S,53.45126348,-113.4798138,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4479_1,,0.0020833333,4479,
4482_1_B1,,D,POLLARD MEADOWS,E/S & C 50 St: Mill Woods Road South - 23 Ave,53.44998974,-113.4193237,0.0955555556,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,4482_1,,0.0754385965,4482,
4484_1_B1,,D,KAMEYOSEK,66 ST-28 AVE/67 ST-29 AVE,53.45991271,-113.4365959,0.1294444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4484_1,,0.1021929825,4484,
4486_1_B1,,D,HILLVIEW,65-66 ST & 34 A AVE-34 B AVE,53.4675571,-113.4362539,0.0098611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4486_1,,0.0077850877,4486,
4500_1_B1,,D,TAMARACK,31 Ave: 15 - 17 St,53.47245777,-113.3668353,0.0256944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4500_1,,0.0202850877,4500,
4523_1_B1,,D,SILVER BERRY,33 Ave North of Silver Berry Road,53.46398378,-113.3861565,0.0645833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4523_1,,0.0509868421,4523,
4527_1_B1,,D,SUMMERSIDE,Beside 2116 - 69 Street SW,53.41378883,-113.4466585,0.0026388889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4527_1,,0.0020833333,4527,
4534_1_B1,,D,SILVER BERRY,2127 - 32 Ave,53.461967,-113.3731107,0.0015277778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4534_1,,0.0012061404,4534,
4536_1_B1,,D,SILVER BERRY,3244 - 28A AVE,53.46087204,-113.3901401,0.2705555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4536_1,,0.2135964912,4536,
4544_1_B1,,D,SUMMERSIDE,19A ave east of 68A Street,53.41653559,-113.4474357,0.0019444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4544_1,,0.0015350877,4544,
4554_1_B1,,D,ELLERSLIE,66 St Ellerslie to 2 AVE,53.42793174,-113.4427959,0.0180555556,10d 06:00:00,20d 14:45:00,1,roadway,10,B1,4554_1,,0.014254386,4554,
4572_1_B1,,D,SATOO,KNOTTWOOD ROAD W-17 AVE,53.44613593,-113.4576249,0.0763888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4572_1,,0.0603070175,4572,
4573_1_B1,,D,SUMMERSIDE,N & S 17 Ave SW east of 85 St SW,53.4176732,-113.462886,0.0256944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4573_1,,0.0202850877,4573,
4574_1_B1,,D,SILVER BERRY,33B Ave: 17 St - 23 St,53.46510533,-113.3718019,0.0484722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4574_1,,0.0382675439,4574,
4579_1_B1,,D,SUMMERSIDE,Savaryn Drive: 22 Ave SW- Summerside Link,53.41302714,-113.4665714,0.0256944444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4579_1,,0.0202850877,4579,
4581_1_B1,,D,SUMMERSIDE,Savaryn Drive & Summerside Link,53.41291999,-113.4775009,0.0420833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4581_1,,0.0332236842,4581,
4673_1_B1,,D,CHARLESWORTH,"60 Street, North of 7th Ave",53.4268006,-113.4323974,0.0202777778,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4673_1,,0.0160087719,4673,
4674_1_B1,,D,CHARLESWORTH,503 - 59 St SW (5805 - 3 AVE),53.42917856,-113.4315572,0.0395833333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4674_1,,0.03125,4674,
4682_1_B1,,D,SILVER BERRY,South of 32 Ave & East of Silver Berry Road,53.46152714,-113.3758157,0.0241666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4682_1,,0.0190789474,4682,
4709_1_B1,,D,CHARLESWORTH,55 St SW & 3 Ave SW (5607 3 AVE),53.42802726,-113.4296006,0.0366666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4709_1,,0.0289473684,4709,
4723_1_B1,,D,SUMMERSIDE,Beside 2021 69A St SW,53.41585222,-113.4470071,0.0075,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4723_1,,0.0059210526,4723,
4724_1_B1,,D,SUMMERSIDE,Beside 2117 - 69A St SW,53.41378521,-113.4473176,0.0023611111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4724_1,,0.0018640351,4724,
4725_1_B1,,D,SUMMERSIDE,70 St SW & 16 Ave SW - 21 Ave SW,53.41780384,-113.451045,0.1258333333,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4725_1,,0.0993421053,4725,
4730_1_B1,,D,SUMMERSIDE,Shaw Way: 66 Street SW - 70 Street SW,53.4144707,-113.4446813,0.0241666667,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4730_1,,0.0190789474,4730,
4767_1_B1,,D,PYLYPOW INDUSTRIAL,"47 - 50 St, between 52 & 55 Ave",53.49034044,-113.4155408,0.0986111111,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4767_1,,0.0778508772,4767,
4861_1_B1,,D,SUMMERSIDE,21 A Ave SW & 69 St SW,53.4133837,-113.4469886,0.0013888889,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,4861_1,,0.0010964912,4861,
5321_1_B1,,D,Summerside,Orchards Gate SW & Orchards Dr SW,53.40736169,-113.4741846,0.0230555556,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,5321_1,,0.0182017544,5321,
5323_1_B1,,D,SUMMERSIDE,25 Ave SW & Orchards Gate,53.40983397,-113.4709706,0.0159722222,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,5323_1,,0.0126096491,5323,
5341_1_B1,,D,TAMARACK,Tamarack Way NW: 17 St - Maple Road,53.47848138,-113.36515,0.0294444444,10d 06:00:00,20d 14:45:00,1,neighbourhood,10,B1,5341_1,,0.023245614,5341,
